supplier_id,supplier_name,region,country,contact_email,contract_start,contract_end,on_time_delivery_rate,quality_score,total_orders_supplied,days_to_contract_end,order_norm,score,segment
"_,contact6 ",: ,Asia Pacific,7: id7contract8.,", ",2019-08-05,2023-12-20,0.93,0.82,629,-693,0.034496124031007755,0.796,Good
:0,@_p.,Asia Pacific,country2___total,,2018-05-10,2025-07-12,0.82,0.87,540,-123,0.0,0.758,Good
", ",supplier01_{}idT00-01,North America,9_,"0end}start,emailend.supplier",2020-12-12,2026-01-12,0.82,0.87,2886,61,0.9093023255813953,0.849,Good
 ,"country8id8score,_.{",Europe,: {,-,2018-08-10,2022-06-18,0.86,0.86,606,-1243,0.02558139534883721,0.777,Good
9,contract,Europe,:00,contact_,2018-05-10,2021-12-01,0.93,0.84,1133,-1442,0.22984496124031006,0.824,Good
5 0contact1,on,Asia Pacific,-namel ,,2018-12-23,2024-08-14,0.82,0.88,3115,-455,0.998062015503876,0.862,Excellent
"} 9end}supplier, ",total_quality.supplied00 s00001,Europe,-,8countryregion,2018-07-10,2023-05-14,0.88,0.77,590,-913,0.01937984496124031,0.75,Good
,", ",Europe,: ,", email, ",2018-08-25,2022-01-09,0.84,0.87,540,-1403,0.0,0.768,Good
".contactnames-country, ",contractids,North America,contactemail 0e-00 ,on,2018-07-22,2025-12-22,0.86,0.88,643,40,0.03992248062015504,0.786,Good
,1 ,Middle East & Africa,contract_supplied_name,: 00,2018-11-12,2022-03-15,0.93,0.86,540,-1338,0.0,0.809,Good
quality-,: ,Europe,s,,2019-02-02,2024-06-22,0.93,0.85,3069,-508,0.9802325581395349,0.903,Excellent
:,total_orders_: ,Europe,: ,: 0orders ,2019-06-10,2024-12-04,0.86,0.85,659,-343,0.04612403100775194,0.775,Good
supplier_,data ,Asia Pacific,.007_scoretime4,SUPsupplied,2019-08-05,2024-12-08,0.93,0.87,994,-339,0.175968992248062,0.831,Good
: ,idponon,Europe,":, ",-SUP,2021-07-17,2026-01-12,0.82,0.88,1599,61,0.4104651162790698,0.803,Good
_ ,country00: ,North America,, 0,2018-07-03,2024-01-20,0.84,0.88,1336,-662,0.3085271317829457,0.803,Good
0 0-5{,: ,Europe,start_,contactsdelivery_@_rateSUP18eemail2,2019-11-03,2024-09-13,0.82,0.85,1454,-425,0.35426356589147284,0.785,Good
: ,: ,Europe,:99 00_-,}__-,2018-07-22,2022-07-17,0.86,0.77,1991,-1214,0.5624031007751938,0.794,Good
T001s00, 1 _sl,Asia Pacific,ototal9_ ,e_startend7_,2019-02-05,2025-03-31,0.85,0.81,2122,-226,0.6131782945736434,0.81,Good
rate.-sa7 ,", contract",North America,:-,: score,2020-07-05,2023-08-30,0.93,0.77,997,-805,0.17713178294573642,0.791,Good
-T00region ,supplier{{,Europe,:region,5{,2018-07-22,2025-07-20,0.92,0.81,2069,-115,0.5926356589147287,0.843,Good
region {,,Europe,",",countrya.:,2018-05-10,2024-02-18,0.92,0.88,1480,-633,0.3643410852713178,0.848,Good
:,,Middle East & Africa,data ,contractcountry_countrycontract_,2018-07-21,2023-12-01,0.82,0.87,2899,-712,0.9143410852713179,0.849,Good
supplierSUPa,_delivery,Asia Pacific,00,00total78}:score9,2019-10-05,2023-05-10,0.93,0.84,2852,-917,0.896124031007752,0.891,Excellent
:timerateiidend,- ,Middle East & Africa, ,00,2018-08-10,2026-01-03,0.87,0.82,758,52,0.08449612403100776,0.771,Good
: ,: ,North America,SUP5id:,: ,2019-03-15,2021-12-01,0.89,0.78,866,-1442,0.1263565891472868,0.77,Good
S ,country _,Asia Pacific,8_}_scoreT0000},:2 a:00,2020-07-05,2024-07-02,0.93,0.84,1574,-498,0.4007751937984496,0.841,Good
pcontact_,onscore ,Europe,",  0ontime 0__id",{,2018-09-10,2023-08-14,0.93,0.8,2122,-821,0.6131782945736434,0.846,Good
}_5e,.scoresupplied,Europe,data 2contract:0000o 5,: ,2018-05-14,2022-12-01,0.91,0.83,1550,-1077,0.39147286821705424,0.826,Good
SUPstart_T00{delivery7{. ,0,Europe,._time:supplied,,2019-06-23,2024-03-12,0.84,0.81,1485,-610,0.36627906976744184,0.781,Good
supplier__a_}0,:: ,Middle East & Africa,s_,contact: ,2020-07-10,2025-07-29,0.89,0.88,815,-106,0.1065891472868217,0.808,Good
quality ,:,Latin America,total_ ,",-,,id_SUP_rate2",2019-12-03,2025-06-14,0.83,0.87,3112,-151,0.9968992248062015,0.863,Excellent
:.-,a{data,North America,}3,region9scontact ,2018-11-12,2021-12-01,0.88,0.83,2121,-1442,0.6127906976744186,0.833,Good
contractcontract_:: ,._orders_00,Latin America,__,"quality2.82,_score:.a0",2018-05-19,2022-01-10,0.86,0.81,1256,-1402,0.2775193798449612,0.782,Good
", ",suppliertotalend,Europe,:-4time_,country}_orders: o,2019-07-21,2024-12-14,0.88,0.82,1190,-333,0.25193798449612403,0.793,Good
T00_supplied8,9atotal_ratesupplier___id: ,North America,",region_e",rate,2019-02-15,2025-09-05,0.82,0.86,1241,-68,0.2717054263565892,0.781,Good
country,", ",Latin America,", ",--:.deliveryT0000_00,2020-09-25,2026-01-12,0.82,0.88,649,61,0.04224806201550388,0.766,Good
,", ",Asia Pacific,", ",_4,2018-05-10,2022-04-01,0.93,0.8,2181,-1321,0.6360465116279069,0.849,Good
suppliera,"start5_deliveryT00, ",Asia Pacific,namenscore9:,",",2018-07-20,2026-01-12,0.93,0.85,2116,61,0.6108527131782946,0.866,Excellent
::emailoni8_,}total_00{,Latin America,supplier0_contactidcontract9,name_4,2019-09-22,2024-02-12,0.93,0.87,1008,-639,0.1813953488372093,0.831,Good
: ,country-_on@,Asia Pacific,: ,delivery_:00 ,2019-12-02,2024-11-05,0.82,0.85,1054,-372,0.1992248062015504,0.77,Good
",89a","202SUPssupplied-,, ",Europe,email ,00: ,2019-09-14,2024-02-20,0.93,0.85,731,-631,0.07403100775193798,0.812,Good
"contactT00,email",", ",Latin America,: ,A,2019-04-26,2024-09-09,0.86,0.77,3102,-429,0.9930232558139535,0.837,Good
 0_emailcontract_,",",Latin America,,supplied,2018-05-10,2023-07-22,0.9,0.85,2111,-844,0.6089147286821706,0.851,Excellent
Aid: ,totalscore00,Europe,_orderstime:: ,_id ,2020-11-08,2026-01-12,0.89,0.88,833,61,0.11356589147286822,0.808,Good
"total, ",",timeemail,contracttimeonscore1 ",Europe, ,suppliercontract_,2018-05-10,2025-01-10,0.88,0.88,548,-306,0.0031007751937984496,0.792,Good
sido00,{supplied,Asia Pacific,", ","7_,country",2020-02-21,2024-01-15,0.82,0.88,1319,-667,0.301937984496124,0.792,Good
: ,supplier:,Europe,onon,", ",2020-01-14,2025-11-30,0.93,0.88,973,18,0.16782945736434107,0.834,Good
_time_rate,Aendorders,North America,supplied}i _ 0ontime,supplier,2021-07-22,2024-01-29,0.83,0.83,891,-653,0.13604651162790699,0.761,Good
 ,7-supplied:,North America,contract,onSUP-03-email5: ,2019-12-22,2022-01-17,0.87,0.84,1366,-1395,0.3201550387596899,0.803,Good
", ",: 0a ,Europe,a,contract ,2021-07-22,2024-03-21,0.83,0.87,989,-601,0.17403100775193797,0.78,Good
: ,:a,Middle East & Africa,: ,contractrate} ,2021-03-15,2024-01-01,0.88,0.77,624,-681,0.03255813953488372,0.751,Good
,,Latin America,", ",quality:_,2019-08-10,2026-01-12,0.82,0.88,1313,61,0.2996124031007752,0.792,Good
: ,",. ",Europe,:-{,,2018-08-30,2022-03-02,0.93,0.82,741,-1351,0.07790697674418605,0.801,Good
0a0 ,s ,Latin America,contract_,countrystart,2019-06-05,2022-03-12,0.93,0.86,2426,-1341,0.7310077519379845,0.882,Excellent
":,rate.",:00,Europe,,"la-, ",2019-02-09,2024-05-30,0.93,0.88,1079,-531,0.20891472868217054,0.838,Good
"supplier,:namenamecontacttotal00",s,Europe,: 0:00,total__orders_,2020-07-22,2024-03-18,0.84,0.8,871,-604,0.12829457364341085,0.753,Good
00{,", ",Latin America,supplier8,",6contactend ",2020-05-09,2024-01-29,0.83,0.78,1662,-653,0.43488372093023253,0.77,Good
":T00:region00::supplied,1 ","contract-SUPT00-8, ",Europe,1 ,: ,2019-05-10,2023-06-01,0.87,0.88,2111,-895,0.6089147286821706,0.848,Good
1supplier_SUP,total__,Europe,",0000",:delivery,2019-07-15,2021-12-01,0.93,0.87,1255,-1442,0.2771317829457364,0.841,Good
e00data___rate,: ,Europe,: ,{_,2020-07-10,2025-07-03,0.82,0.88,686,-132,0.056589147286821705,0.768,Good
 ,contact_00- ,Middle East & Africa,: ,_4_,2020-05-22,2026-01-12,0.82,0.88,823,61,0.10968992248062015,0.773,Good
: ,{_T00_i8,North America,,",",2018-11-10,2025-12-20,0.84,0.83,589,38,0.018992248062015504,0.754,Good
:}00 ,total8 ,Latin America,",87-2:-",totalcontract_ ,2019-05-29,2022-05-12,0.86,0.82,1105,-1280,0.2189922480620155,0.78,Good
on@,: ,North America,stime,", 9,p8_ ",2019-09-09,2021-12-01,0.92,0.84,1020,-1442,0.18604651162790697,0.815,Good
: ,8-1supplierquality_score,Europe,:00,"supplier,80.T005:delivery7",2021-07-22,2021-12-01,0.93,0.83,1023,-1442,0.1872093023255814,0.816,Good
,idid ,Latin America,00endsupplied,,2019-05-22,2025-09-07,0.88,0.85,882,-66,0.1325581395348837,0.793,Good
contractT00 contract: ,", ",Latin America,}-,:e,2020-06-09,2026-01-12,0.92,0.88,862,61,0.1248062015503876,0.824,Good
9_email2{,",: ",Latin America,_7,", ",2019-11-10,2024-11-28,0.86,0.77,810,-349,0.10465116279069768,0.748,Good
: ,total068e,Asia Pacific,:-,,2021-07-06,2026-01-12,0.88,0.88,1248,61,0.2744186046511628,0.819,Good
"total-, ",:00009 ,Asia Pacific,,"o,n ",2018-05-10,2023-08-28,0.83,0.83,871,-807,0.12829457364341085,0.76,Good
00a00800: ,totalend,North America,contract-,: ,2020-12-18,2022-06-13,0.83,0.88,3102,-1248,0.9930232558139535,0.866,Excellent
 ,", ",Europe,quality_ ,", ",2021-07-22,2025-12-02,0.87,0.77,1883,20,0.5205426356589147,0.795,Good
:-, ,North America,,quality: ,2020-02-18,2026-01-12,0.93,0.81,910,61,0.1434108527131783,0.803,Good
 ,: 0_,Asia Pacific,_countryT00timeadelivery,n5start8-:,2020-07-20,2025-12-12,0.83,0.77,3119,30,0.9996124031007751,0.823,Good
contactcontacttime___,4,Europe,contract, ,2018-05-10,2025-01-18,0.88,0.88,1449,-298,0.35232558139534886,0.827,Good
regionrate  0,contractemail.__emailscore_total_a: ,Europe,contracte:-T00:_T00s00,: ,2018-05-28,2026-01-12,0.89,0.78,912,61,0.14418604651162792,0.771,Good
end,contact.e}T00l_time,Europe,_ 0,: ,2021-04-10,2026-01-12,0.93,0.81,1223,61,0.26472868217054263,0.815,Good
", ", ,Latin America,: ,:,2019-12-27,2024-06-15,0.93,0.78,3117,-515,0.9988372093023256,0.877,Excellent
country__,":, ",North America,contacton,: ,2018-05-10,2022-01-11,0.93,0.88,2033,-1401,0.5786821705426357,0.875,Excellent
s,,Asia Pacific,: ,9name,2020-02-03,2026-01-12,0.82,0.84,886,61,0.13410852713178295,0.759,Good
 ,T00_email 0 ,Middle East & Africa,country ,.9,2019-05-01,2022-01-25,0.83,0.81,3101,-1387,0.9926356589147287,0.838,Good
9:countrydelivery,,Middle East & Africa, , 0 ,2018-05-10,2023-06-14,0.92,0.88,1761,-882,0.47325581395348837,0.859,Excellent
"p@, ",5,Latin America,s_00,",email:supplier00-",2019-07-18,2024-03-17,0.84,0.84,649,-605,0.04224806201550388,0.76,Good
.,_5__:,Asia Pacific,quality@,: ,2018-12-01,2023-01-25,0.82,0.85,2421,-1022,0.7290697674418605,0.823,Good
- ,"4score 0T00, ",North America,total: ,SUPname,2021-06-12,2023-01-10,0.93,0.86,974,-1037,0.1682170542635659,0.826,Good
squalityn@ ,,Latin America,:,,2020-04-22,2026-01-12,0.93,0.85,540,61,0.0,0.805,Good
"_rate, ",contact_,North America,", 1",", ",2021-07-22,2024-05-22,0.92,0.88,1968,-539,0.5534883720930233,0.867,Excellent
dataregion,data ,North America, 0_email,ps,2019-06-15,2024-12-29,0.83,0.8,1573,-318,0.4003875968992248,0.775,Good
suppliedn,", e__-3",North America,4time: ,", 0",2020-05-20,2023-06-09,0.9,0.79,540,-887,0.0,0.766,Good
",pend00",on.onemail_.ia_name9: ,North America,: ,region,2019-07-03,2024-09-14,0.93,0.86,2105,-424,0.6065891472868217,0.87,Excellent
.,", ",Asia Pacific,total,__,2019-12-16,2024-04-07,0.93,0.77,857,-584,0.12286821705426357,0.785,Good
a_}_s,supplier 7,North America,"supplier,id00, ",: ,2019-04-01,2023-09-30,0.82,0.79,752,-774,0.08217054263565891,0.734,Good
: ,__,Latin America,,: ,2018-11-10,2025-07-01,0.87,0.88,729,-134,0.07325581395348837,0.794,Good
 , ,Asia Pacific,countryname_,":00, 1.end_-supplier: ",2019-01-05,2024-11-20,0.86,0.88,1307,-357,0.29728682170542636,0.812,Good
: ,: ,Europe,supplieron_, ,2019-07-22,2024-03-14,0.93,0.77,1331,-608,0.3065891472868217,0.804,Good
2,region,Middle East & Africa,2o,"supplier_5email,contracta",2021-07-19,2025-06-30,0.83,0.77,1357,-135,0.31666666666666665,0.755,Good
,: ,North America,region@,{,2020-07-09,2026-01-12,0.88,0.83,3106,61,0.9945736434108527,0.871,Excellent
,,Asia Pacific,: ,,2020-02-10,2022-12-11,0.92,0.82,2174,-1067,0.6333333333333333,0.851,Excellent
onquality-sT00.100contract,supplierSUPida: ,North America,,quality,2019-02-20,2025-10-17,0.83,0.81,938,-26,0.15426356589147286,0.754,Good
: ,:9 ,North America,: ,__,2021-07-03,2026-01-12,0.82,0.88,1452,61,0.35348837209302325,0.797,Good
}3a 0supplier_,",email",Middle East & Africa,.,:: time{,2018-05-15,2025-03-01,0.82,0.88,971,-256,0.16705426356589148,0.779,Good
 ,: ,North America,contactscoresi ,", ",2019-12-15,2024-01-16,0.93,0.82,594,-666,0.020930232558139535,0.795,Good
supplier ,-,Asia Pacific,. ,:00on,2018-07-09,2024-01-09,0.83,0.82,1978,-673,0.5573643410852713,0.799,Good
: ,:00_,North America,ide,",SUP ",2021-03-10,2025-04-21,0.93,0.82,2122,-205,0.6131782945736434,0.854,Excellent
: ,: ,Latin America,"_-.-orders, ",: ,2018-05-10,2024-03-12,0.82,0.88,1218,-610,0.2627906976744186,0.788,Good
", ",region_,Europe, 0_-,contract___,2020-11-30,2024-07-05,0.92,0.85,3115,-495,0.998062015503876,0.9,Excellent
 ,:  ,North America,", -",:supplier.},2019-03-19,2025-11-30,0.93,0.88,2047,18,0.584108527131783,0.875,Excellent
},: 9,Latin America,,_ona ,2021-01-24,2024-01-29,0.93,0.85,1250,-653,0.2751937984496124,0.833,Good
"total_,9__email",{-T00: ,Middle East & Africa, ,: ,2018-05-10,2021-12-01,0.82,0.82,1446,-1442,0.3511627906976744,0.773,Good
: ,,Europe,", ",",_scoreSUPid",2018-12-22,2025-01-13,0.83,0.85,3112,-303,0.9968992248062015,0.855,Excellent
":,-",",1rate",Middle East & Africa,0onscoresupplier,contract_,2020-01-20,2021-12-01,0.86,0.86,995,-1442,0.17635658914728683,0.792,Good
",_ 0,"," .rate,starti.qualitytotal}-1",Europe,:7:__end_,o7contract_-12T00@1,2018-12-10,2021-12-01,0.88,0.85,1412,-1442,0.33798449612403103,0.814,Good
 , ,Latin America,T00_,: ,2020-02-18,2023-05-14,0.88,0.88,730,-913,0.07364341085271318,0.799,Good
 ,qualityid}9,Europe,",, ", _i{,2021-05-18,2025-03-16,0.86,0.86,3104,-241,0.993798449612403,0.873,Excellent
:l00:.,_ei,Latin America,: ,":orders, ",2018-05-10,2023-06-02,0.92,0.88,2011,-894,0.5701550387596899,0.869,Excellent
o_: , ,Middle East & Africa,: , ,2020-07-27,2022-07-19,0.86,0.87,806,-1212,0.10310077519379846,0.788,Good
: ,", ",Europe,supplier_n,: 00_end,2021-05-29,2023-03-02,0.92,0.87,1564,-986,0.39689922480620154,0.848,Good
{,: ,Asia Pacific,:00start,",-6.ls",2021-07-22,2025-12-29,0.93,0.82,2123,47,0.6135658914728682,0.854,Excellent
: ,:,Europe,":,00quality3son.",: ,2020-02-10,2023-11-16,0.93,0.84,893,-727,0.13682170542635658,0.815,Good
"totalquality,on}suppliedtimesupplieremailorders3-contractcontract__._",", ",Middle East & Africa,.{,a_iT004_5.-qualityrate,2019-07-10,2024-02-02,0.83,0.88,938,-649,0.15426356589147286,0.782,Good
: ,region,Middle East & Africa,202 ,}:_,2021-07-22,2025-09-10,0.82,0.85,1014,-63,0.18372093023255814,0.768,Good
", ",: 70: ,Europe,SUPcontact-,,2018-05-16,2023-09-30,0.93,0.81,801,-774,0.10116279069767442,0.799,Good
:00,: ,Asia Pacific,", ",start00,2020-08-03,2022-11-12,0.82,0.77,2122,-1096,0.6131782945736434,0.779,Good
":,id1contact0",region: ,Europe,total,supplier_id_-T00_ratesupplier__0s,2021-01-05,2024-12-30,0.93,0.88,3116,-317,0.9984496124031008,0.917,Excellent
00ontimeregion,,Europe,contract_name{S_:,__.,2018-07-10,2026-01-12,0.93,0.86,838,61,0.11550387596899225,0.821,Good
o{orders,qualityidid88,Europe,-:,-0.,2019-12-03,2024-07-12,0.86,0.88,2337,-488,0.6965116279069767,0.852,Excellent
contact_-supplied,}on_-,North America,_8 , 0 ,2018-07-21,2024-07-13,0.88,0.77,990,-487,0.1744186046511628,0.765,Good
: {,:,Europe,", ",,2020-07-01,2025-06-25,0.83,0.88,3109,-140,0.9957364341085271,0.867,Excellent
: ,: ,Asia Pacific,supplier018} T00,country{,2020-03-03,2023-01-13,0.91,0.83,2122,-1034,0.6131782945736434,0.848,Good
_scorecontacts,e,Latin America,:00, ,2019-04-20,2026-01-12,0.82,0.77,1553,61,0.3926356589147287,0.757,Good
"total n_timeemail9suppliedrate._,5",on ,North America,.,",_start}2",2018-06-25,2024-07-17,0.89,0.88,3113,-483,0.9972868217054264,0.897,Excellent
p_,: ,Latin America,",",: ,2019-05-10,2022-09-12,0.9,0.84,2136,-1157,0.6186046511627907,0.848,Good
 , ,Asia Pacific,", ",:total_ ,2018-05-10,2025-08-20,0.93,0.88,2103,-84,0.6058139534883721,0.878,Excellent
s.,contract__name8_,North America,} ,"::i_,",2018-07-03,2025-10-01,0.93,0.87,1874,-42,0.5170542635658915,0.865,Excellent
 a{,: {,Asia Pacific,", ", ,2018-07-10,2022-01-05,0.91,0.81,981,-1407,0.17093023255813952,0.796,Good
ename@:,: ,Europe,,: ,2021-01-22,2026-01-12,0.87,0.86,873,61,0.12906976744186047,0.792,Good
:__delivery,", ",North America,",i. ",:9,2020-01-21,2022-05-02,0.88,0.87,772,-1290,0.08992248062015504,0.797,Good
":00-contactcontact_delivery00,_4@",: ,Europe,email ,1,2018-08-21,2022-07-14,0.86,0.84,1253,-1217,0.27635658914728684,0.794,Good
: ,: data_orders ,Europe,"{,_score}000","on_,6rate",2020-07-17,2021-12-01,0.85,0.78,803,-1442,0.10193798449612403,0.747,Good
:00 ,: ,North America,:: ,:: ,2020-07-22,2026-01-12,0.93,0.87,551,61,0.004263565891472868,0.813,Good
"contractcontract_time0quality, rate",_data,Latin America, ,00a,2018-12-12,2025-12-02,0.89,0.88,3113,20,0.9972868217054264,0.897,Excellent
}3,email_{e ,Latin America,:_delivery_emaildeliverys,:_score,2018-07-12,2024-09-30,0.87,0.87,1249,-408,0.2748062015503876,0.81,Good
total,contract,Asia Pacific,}5_:, ,2020-01-16,2026-01-12,0.93,0.85,711,61,0.06627906976744186,0.812,Good
{_.:_email 0-::00supplier: ,{ ,Middle East & Africa,_-_7@@0,{total,2020-07-01,2024-05-18,0.86,0.88,732,-543,0.07441860465116279,0.789,Good
",-",: 07}contactcontract__endid9,North America,202a,", ",2021-07-17,2026-01-12,0.88,0.88,1981,61,0.5585271317829458,0.848,Good
_00,,Europe,total, ,2020-07-22,2022-05-29,0.86,0.87,2085,-1263,0.5988372093023255,0.838,Good
"._ 0:,: ",-..endaT00: 0-orders: ,Asia Pacific,contractemail-}ordersregion,contract1,2019-07-05,2024-12-03,0.93,0.8,1002,-344,0.17906976744186046,0.803,Good
 ,":-quality, ",Asia Pacific,:004 , score,2018-05-10,2024-01-10,0.89,0.8,2105,-672,0.6065891472868217,0.826,Good
5@, ,Asia Pacific,,: ,2018-12-05,2022-08-01,0.93,0.84,2110,-1199,0.6085271317829457,0.862,Excellent
_supplier,", a",Asia Pacific,", ",,2018-05-10,2022-05-01,0.93,0.77,2320,-1291,0.689922480620155,0.842,Good
on_}, ,North America,", ",,2020-04-17,2025-01-05,0.93,0.8,749,-311,0.0810077519379845,0.793,Good
",}3{","on}-00}0, ",Europe,_orders_@00, _}07 0:0010,2019-07-15,2024-11-22,0.91,0.85,2464,-355,0.7457364341085271,0.87,Excellent
", ",202200_,Latin America,o , {,2019-12-12,2024-07-17,0.83,0.77,2863,-483,0.9003875968992248,0.813,Good
. , ,Europe, ,":, ",2021-07-22,2022-12-09,0.85,0.82,1982,-1069,0.5589147286821705,0.809,Good
 0,,Asia Pacific,pend,:o: .{,2018-07-10,2025-04-29,0.89,0.81,1982,-197,0.5589147286821705,0.825,Good
supplied:supplier,"contact4, ",Latin America, ,:time .,2018-05-10,2024-09-09,0.93,0.88,3101,-429,0.9926356589147287,0.916,Excellent
:00{,0total ,Europe,",suppliersupplierT00l ",1- ,2019-07-03,2023-03-03,0.88,0.84,1356,-985,0.31627906976744186,0.808,Good
", ",__8_,Asia Pacific,-: ,supplier__,2019-08-20,2024-11-30,0.87,0.86,1994,-347,0.5635658914728682,0.835,Good
0 000,contract__,Europe,totalsupplier-9email,data,2018-10-13,2024-06-05,0.93,0.83,2127,-525,0.6151162790697674,0.859,Excellent
: ,p_,Asia Pacific,__s8s,", id,_start",2018-07-28,2026-01-12,0.93,0.87,1468,61,0.35968992248062015,0.849,Good
:00id,", ",Europe,: ,00,2018-08-12,2024-03-12,0.87,0.86,719,-610,0.0693798449612403,0.786,Good
__,0SUPa ,North America,", ",":aonon-8,on2300-T0000-",2020-02-08,2025-12-22,0.91,0.78,1357,40,0.31666666666666665,0.799,Good
email ,supplier__:,Asia Pacific,"-7-on_-_s,--T00",: ,2019-02-05,2023-05-08,0.82,0.88,998,-919,0.17751937984496124,0.78,Good
", ",: },North America,_1: ,quality_delivery,2019-06-07,2021-12-17,0.9,0.77,3071,-1426,0.9810077519379845,0.856,Excellent
e_,ltotalid,Europe,:: ,1.,2018-05-10,2026-01-12,0.93,0.8,3118,61,0.9992248062015504,0.885,Excellent
", 050a7 -T00}00:9, orders00,_ ","s, ",North America,quality__,.n0: ,2021-06-12,2024-01-05,0.91,0.85,2804,-677,0.8775193798449612,0.883,Excellent
_delivery}39name,: ,North America,_time00,"_}countryemail@,5 ",2019-03-01,2025-01-12,0.82,0.78,814,-304,0.1062015503875969,0.733,Good
:_ ,.total,Asia Pacific,quality_,": 09, ",2019-09-03,2023-03-12,0.82,0.84,544,-976,0.0015503875968992248,0.746,Good
", ",,Europe,contact-71__:00{,s,2020-07-12,2021-12-31,0.88,0.81,2113,-1412,0.6096899224806202,0.825,Good
}:.n5contract,country,Europe,_score:contract}delivery{76_,on,2019-03-14,2022-12-20,0.82,0.88,3101,-1058,0.9926356589147287,0.861,Excellent
}id ,supplier} ,Middle East & Africa,:timerate, }l00s0000,2018-11-24,2025-03-14,0.82,0.88,1246,-243,0.27364341085271315,0.789,Good
1,on@d-T00rate,North America,s00,"_id{: 0,on",2019-05-05,2022-04-18,0.87,0.87,880,-1304,0.13178294573643412,0.796,Good
:00: ,,Asia Pacific,:supplier{,", ",2021-07-22,2023-07-02,0.88,0.86,1560,-864,0.3953488372093023,0.824,Good
: ,:: ,Middle East & Africa,-4- ,:_17id,2020-08-30,2025-09-30,0.88,0.82,992,-43,0.17519379844961241,0.786,Good
: ,: ,Europe,", ",: ,2018-07-02,2021-12-01,0.86,0.88,1896,-1442,0.5255813953488372,0.835,Good
,"00-8, ",North America,0000T00,,2019-09-15,2026-01-02,0.92,0.88,1637,51,0.4251937984496124,0.855,Excellent
: ,", ",Europe,-03 0 -,: 00,2021-06-12,2023-01-21,0.86,0.87,1226,-1026,0.26589147286821707,0.805,Good
: ,T0000,North America,}_,":end 0,a7delivery",2019-08-14,2024-03-03,0.88,0.87,558,-619,0.0069767441860465115,0.789,Good
contact,contract ,North America,":supplied,, ",region_2} ,2021-03-20,2023-05-20,0.83,0.87,1254,-907,0.27674418604651163,0.791,Good
 ,S ,North America,,", ",2018-07-10,2023-12-20,0.83,0.81,3046,-693,0.9713178294573643,0.836,Good
}-@,on4,Europe,n9,", ",2018-05-10,2025-12-12,0.89,0.88,1265,30,0.2810077519379845,0.825,Good
T00,__scoreemail:,Asia Pacific,9: ,8_supplied9,2018-12-22,2024-03-30,0.91,0.87,2334,-592,0.6953488372093023,0.873,Excellent
: ,8@,Asia Pacific,", ",: ,2019-08-10,2023-01-13,0.93,0.78,3101,-1034,0.9926356589147287,0.876,Excellent
: ,", ",Latin America,country00,_,2018-07-15,2025-01-17,0.82,0.88,1519,-299,0.3794573643410853,0.8,Good
{00," :.100a, ",Europe,country , ,2018-12-03,2024-11-21,0.93,0.88,879,-356,0.1313953488372093,0.83,Good
8_ ,-,North America,: ,", _",2018-09-12,2024-08-14,0.91,0.86,2101,-455,0.6050387596899225,0.86,Excellent
.,,North America,:a ,",: ",2020-12-25,2024-12-21,0.87,0.83,867,-326,0.12674418604651164,0.78,Good
1@o_: ,:quality,Asia Pacific,,: ,2020-05-10,2023-01-12,0.83,0.88,653,-1035,0.043798449612403104,0.771,Good
data,qualitycontract_ ,Europe, , ,2021-01-28,2021-12-01,0.83,0.88,1362,-1442,0.3186046511627907,0.799,Good
contract_timeSUP1_ ,s_2- ,Asia Pacific,", ",", ",2018-05-10,2023-03-12,0.83,0.77,674,-976,0.05193798449612403,0.728,Good
,email_:__rate,Middle East & Africa,:. ,supplier_ time,2020-07-22,2026-01-12,0.93,0.88,835,61,0.11434108527131782,0.828,Good
202 ,aname@,Latin America,: ,1__ ,2019-02-03,2023-01-09,0.92,0.88,1359,-1038,0.3174418604651163,0.844,Good
"total_2nn3ratetotaltotal,9_",",_sl",North America,", ",: ,2019-04-05,2024-02-05,0.83,0.88,3103,-646,0.9934108527131783,0.866,Excellent
contact2_,SUP- ,North America,",00",5_2,2019-03-10,2026-01-12,0.82,0.88,552,61,0.004651162790697674,0.762,Good
:} ,", ",Asia Pacific,{n} ,: o,2019-01-14,2025-11-30,0.82,0.84,2115,18,0.6104651162790697,0.807,Good
: ,total,Asia Pacific, 0_.supplied},", ",2020-11-12,2023-04-14,0.89,0.82,698,-943,0.06124031007751938,0.779,Good
{ ,total.2,North America,contactsupplied2rate:name8 ,"SUP,endquality",2019-08-30,2021-12-01,0.93,0.84,647,-1442,0.041472868217054266,0.805,Good
:,score{,Europe,",: ",0_,2019-11-20,2025-04-30,0.82,0.86,997,-196,0.17713178294573642,0.772,Good
,SUPa,Europe,"202,orders0T008@@.00",-n_,2021-03-12,2026-01-12,0.93,0.87,1990,61,0.562015503875969,0.869,Excellent
: ,quality,Europe,deliveryp_:00enddelivery {}5_-00,,2019-06-05,2024-03-03,0.82,0.77,1015,-619,0.18410852713178294,0.736,Good
: ,_1-:00 ,North America,supplierquality, ,2018-07-22,2026-01-12,0.88,0.87,2112,61,0.6093023255813953,0.849,Good
"s, contract",: ,Europe,":00,", ,2019-07-30,2025-01-08,0.89,0.82,3108,-308,0.9953488372093023,0.873,Excellent
",contact: ",: ,North America,: ,"SUP5,_id",2020-08-05,2025-01-29,0.92,0.85,1259,-287,0.27868217054263567,0.828,Good
