supplier_id,supplier_name,region,country,contact_email,contract_start,contract_end,on_time_delivery_rate,quality_score,total_orders_supplied,days_to_contract_end
__a,:00p_00,North America,: _-:}on,",",2019-03-10,2023-09-01,0.83,0.77,2920,-803
region_,T002,Latin America,: ,:} ,2018-07-02,2023-09-01,0.82,0.77,2117,-803
:_,:004 ,Middle East & Africa,: ,: ,2018-06-01,2023-09-01,0.83,0.87,3101,-803
:,rate- ,North America,- ,", ",2018-07-18,2023-09-01,0.82,0.84,970,-803
"p-,time",: ,Middle East & Africa,00: ,",4",2020-02-01,2023-09-01,0.86,0.83,3109,-803
", ",supplier,Asia Pacific,: _country{,supplier ,2018-05-10,2023-09-01,0.82,0.84,2121,-803
1contract,supplierquality,Latin America,"0 ,00",__,2018-11-17,2023-09-01,0.82,0.88,3112,-803
quality__onidono,:.-,Middle East & Africa,:5 ,:ol{,2019-06-05,2023-09-01,0.93,0.85,1690,-803
supplier3: ,:.,Latin America,:,", ",2019-05-05,2023-09-01,0.82,0.84,855,-803
contractacontactend,: ,Europe,: ,: rate,2018-11-03,2023-09-01,0.92,0.82,754,-803
-,- 0SUP,Europe,", ___00",namequality,2021-07-05,2023-09-01,0.91,0.87,1567,-803
contactsdeliveryaemail ,:. ,Latin America, ,_{,2021-01-01,2023-09-02,0.88,0.79,925,-802
" 0-contact-sidemail,rate,id@600:00n,}-T00",00 ,North America,supplier1_end,country,2018-05-10,2023-09-02,0.87,0.88,1474,-802
: ,country: 8,Europe,",_",":supplier, ",2020-12-18,2023-09-02,0.88,0.85,851,-802
",_delivery98 ",: orders.,Europe,: ,", ",2018-05-10,2023-09-02,0.83,0.88,1221,-802
supplier,ltime_. _s,Latin America,SUP,", ",2020-07-22,2023-09-02,0.92,0.77,3120,-802
supplier S,:e5a,North America,4_ ,name,2018-07-03,2023-09-02,0.87,0.77,2843,-802
", ",qualityscore ,North America,start2,", ",2019-11-12,2023-09-02,0.93,0.77,887,-802
",: ",_score,Asia Pacific,s___1--@id00,datal-o,2019-07-05,2023-09-02,0.93,0.77,1366,-802
7,-1T00_ 0.l8slregion,North America,start}_id_.ic0,",8:: ",2018-12-01,2023-09-02,0.82,0.82,540,-802
: ,", ",Latin America,":,4@T00:00",: ,2018-05-10,2023-09-02,0.83,0.88,1626,-802
: {,_orders 0,North America,:@,: ,2018-05-10,2023-09-02,0.93,0.82,3118,-802
::,8-_{,Europe,:-2.1-54 ,-: ,2018-05-10,2023-09-02,0.89,0.77,664,-802
", ",contact_scoresupplied,North America,start,supplier93s,2018-12-10,2023-09-02,0.83,0.83,550,-802
,supplier_p,Europe,"-00deliveryqualitysupplier-,_:idT00",_ ,2019-05-05,2023-09-02,0.82,0.83,1244,-802
supplier_id,2,Latin America,"on@etime, ",_namecontactcontact___,2020-07-14,2023-09-03,0.88,0.88,739,-801
 o_time ,", ",Europe,datarate,,2018-10-04,2023-09-03,0.82,0.8,1356,-801
00, {,Middle East & Africa,"contract,, ","00}{, ",2021-05-01,2023-09-03,0.88,0.88,1892,-801
 0.,",supplier00SUPsupplier",North America,o6} , 0_ ,2019-02-12,2023-09-03,0.92,0.86,2825,-801
} ,2escore_name,North America,",o ",: ,2018-05-10,2023-09-03,0.93,0.88,2206,-801
: , ,Europe,id_,:,2019-06-30,2023-09-03,0.93,0.82,1561,-801
-1_8i.s,contract_T00 ,Asia Pacific,9s_ionid,,2018-08-27,2023-09-03,0.83,0.77,1250,-801
: ,-__8_-timeend,Middle East & Africa,},:on,2020-12-10,2023-09-03,0.9,0.88,846,-801
: ,: ,Middle East & Africa,: 00,:quality00supplier_.,2019-12-27,2023-09-04,0.82,0.84,2315,-800
 0,,Middle East & Africa,,", ",2020-02-14,2023-09-04,0.91,0.78,931,-800
: 0,id9p,North America,", :",", ",2020-04-12,2023-09-04,0.93,0.78,1237,-800
: ,,Europe,_},"contactscoredelivery,",2018-05-10,2023-09-04,0.82,0.84,858,-800
_ ,: ,Middle East & Africa,total_on4,":00, ",2018-05-10,2023-09-04,0.82,0.88,1095,-800
: ,:email00,North America,",8{}_700",_ 0 ,2018-05-10,2023-09-04,0.86,0.88,836,-800
country_end,"oregion,timeend",North America,: ,":, ",2019-11-05,2023-09-05,0.83,0.84,2141,-799
supplier ,:}time2: o,Europe,: email_4,",delivery",2018-07-12,2023-09-05,0.9,0.77,3113,-799
"8, ",",contract 87@",Europe,onregionorders..,-time:_,2018-05-10,2023-09-05,0.83,0.84,1960,-799
adeliverysT00supplieremail-{00,", ",North America,0,contract ,2020-11-16,2023-09-05,0.82,0.86,652,-799
",contractsupplied-nameid",quality,North America,quality7T001,_ ,2020-07-30,2023-09-05,0.93,0.88,2081,-799
supplier,5quality ,Latin America,":, ",contract_ ,2019-06-03,2023-09-05,0.87,0.88,555,-799
:,:00:.,Europe,", {{",: ,2018-07-20,2023-09-05,0.93,0.8,859,-799
00,countryscorequalitys,Middle East & Africa,onquality ,suppliern3{_,2020-08-01,2023-09-05,0.93,0.88,1479,-799
", ","}.o_.,on9_name",Europe, ,_:l,2020-01-20,2023-09-05,0.93,0.84,2916,-799
",1, :00.on_o48T00o",:_.,North America,", ",: 8:.s,2020-05-21,2023-09-05,0.82,0.79,2119,-799
_:,: ,Asia Pacific, ,0,2020-07-18,2023-09-05,0.87,0.82,983,-799
_a_:,:0}region_quality,Asia Pacific,suppliercontact_,00e,2018-07-01,2023-09-05,0.82,0.87,1488,-799
:.,contract_start_name,Europe,", ",,2020-02-29,2023-09-05,0.82,0.8,756,-799
: 0idaname7start00o{,",  ",North America,contract,T00contact_,2020-07-12,2023-09-05,0.83,0.85,2104,-799
_ 0timecountry18orders,: ,Middle East & Africa,"T00,T00:-a}score",:region,2018-05-10,2023-09-05,0.88,0.85,2858,-799
":i, ",: 0countryrate,Europe,: ,"regionsupplier, {",2021-07-22,2023-09-05,0.88,0.88,2013,-799
"_delivery,-00",contract@,North America,",start_ ",4,2020-02-13,2023-09-06,0.93,0.88,2120,-798
: {,,Asia Pacific,", 79l",: ,2021-07-22,2023-09-06,0.82,0.84,780,-798
"rate., contract",s 0time.on:SUP 0a_score,Middle East & Africa,"contract, ", ,2020-07-21,2023-09-06,0.93,0.83,885,-798
",aid",ns,North America,00: ,":2, ",2020-09-20,2023-09-07,0.93,0.77,1899,-797
contract_ ,supplierid,Europe,region,"countryquality, ",2018-08-03,2023-09-07,0.82,0.82,755,-797
9_n ,", ",Asia Pacific,"total,orders ",contract-SUPaemailsupplied,2018-09-22,2023-09-07,0.92,0.81,872,-797
,quality: ,Middle East & Africa,country_ ,contact_o.a,2019-09-10,2023-09-07,0.83,0.88,2161,-797
:,:-aorders_,Latin America,:{,: ,2021-05-12,2023-09-08,0.86,0.85,716,-796
: {a,--2,North America,qualityn_ 0contact_ 0,", ",2019-07-15,2023-09-08,0.93,0.84,1010,-796
:emailend,: {,North America,"start8:00, ",", ",2019-01-08,2023-09-08,0.82,0.77,3100,-796
contractorders_totalrate,"SUP,, 00",Middle East & Africa,@,0orders,2018-05-10,2023-09-08,0.92,0.81,1306,-796
: ,{ratecountry,Latin America,,: ,2021-05-22,2023-09-08,0.87,0.82,2886,-796
SUP-_suppliercontact@,", ",Middle East & Africa,:on-00 ,,2019-07-21,2023-09-08,0.93,0.87,3108,-796
supplier_9_00n,{,Middle East & Africa,",",2021 ,2020-03-08,2023-09-09,0.92,0.82,936,-795
:  ,:00{,Europe,_emailid, ,2021-07-04,2023-09-09,0.91,0.87,2115,-795
a___end8id,,Middle East & Africa,_name4.:.,_orders_-0_,2018-05-22,2023-09-09,0.85,0.77,872,-795
s{5,", ",Europe,_region,total_contract,2020-11-01,2023-09-09,0.93,0.84,674,-795
aend,00 ,North America,:rate-deliverysuppliedorders,start 0_:,2018-09-22,2023-09-09,0.93,0.88,2107,-795
:{,202,Europe,: ,", ",2020-09-05,2023-09-09,0.88,0.87,983,-795
 ,: -SUP8time,Europe,contract_,o ,2020-07-18,2023-09-10,0.88,0.87,1342,-794
:9-:: ,e{ ,Asia Pacific,_ ,supplierrate,2019-07-12,2023-09-10,0.92,0.87,3010,-794
country,: ,Europe, ,country,2018-07-10,2023-09-10,0.93,0.85,1588,-794
_emailpscore-0,: ,Asia Pacific,: ,"end.1, ",2019-12-24,2023-09-10,0.82,0.78,716,-794
1, ,Latin America,:region,: ,2020-07-05,2023-09-10,0.83,0.88,1568,-794
"00,-on5o37{",: ,Europe,"contract_delivery_4 0start9__:ic.8e,n ",_1on2}startemail,2019-07-09,2023-09-10,0.82,0.81,798,-794
contact,:..e_T00,Latin America,supplied ,"ocontract_score,",2020-11-12,2023-09-10,0.91,0.87,762,-794
.,regionT00,North America,supplier_:total.00,total,2018-05-10,2023-09-10,0.88,0.77,1020,-794
"country1, ",:orderscontract,Asia Pacific,country_esupplier-,", ",2019-02-27,2023-09-10,0.82,0.82,1239,-794
-quality.s,_00,Middle East & Africa,: 0,: ,2019-11-03,2023-09-10,0.82,0.77,746,-794
"quality@_}pend, ",", ",Middle East & Africa,: ,_,2018-07-15,2023-09-10,0.93,0.81,963,-794
,:: ,North America,country_contact,_ ,2020-03-03,2023-09-11,0.9,0.82,1534,-793
contract_,}_,North America, ,nn30_contact}00,2021-02-05,2023-09-11,0.86,0.83,3120,-793
SUP ,end5@,Europe,", ",: ,2021-06-10,2023-09-11,0.9,0.77,1021,-793
@,country ,Latin America,:}@supplieda,-,2019-03-01,2023-09-11,0.93,0.88,2197,-793
"countrySUPcountrysupplier0supplierT00delivery ,00",on9o,Latin America,1_ ,,2018-12-08,2023-09-11,0.88,0.87,3114,-793
202delivery00,: ,Middle East & Africa, ,: {,2021-07-22,2023-09-11,0.82,0.8,983,-793
quality0_orderse,idl.9__} ,North America,,se ,2019-01-16,2023-09-11,0.93,0.82,1554,-793
":i9time00::00contract,, ",delivery00,North America,-__ ,", ",2019-05-10,2023-09-11,0.82,0.88,2397,-793
contract,,Europe,id,:. ,2018-05-10,2023-09-11,0.82,0.87,1252,-793
: ,p--1_,Latin America,"quality,_:00.","quality_deliverytime-_, ",2019-09-30,2023-09-11,0.82,0.82,1234,-793
: ,",supplier1.00",North America,{, ,2019-07-17,2023-09-11,0.83,0.79,3117,-793
":1names}}:00,-a1}",Aa.7SUP8 ,Asia Pacific,,: ,2021-02-10,2023-09-12,0.87,0.8,1102,-792
":e8,00 ",", ",Asia Pacific,. ,"total ,",2019-07-10,2023-09-12,0.87,0.82,1169,-792
: ,SUP,Latin America,_,supplier ,2019-06-12,2023-09-12,0.92,0.88,3120,-792
00}n{_orders2,{,Latin America,_email,ss ,2019-03-12,2023-09-12,0.83,0.88,582,-792
: ,: ,North America,data ,",",2020-08-21,2023-09-12,0.87,0.88,624,-792
total_0,":T00, ",North America, ,__,2020-11-11,2023-09-12,0.9,0.85,1574,-792
",a","a, ",North America,2region ,_on: 0,2019-01-15,2023-09-12,0.92,0.77,815,-792
", ",contact_3_.,Middle East & Africa,"quality 0,89_rate_start",: ,2018-09-29,2023-09-12,0.82,0.87,1253,-792
:..0,{,Europe,:{,", ",2018-05-10,2023-09-12,0.88,0.81,1346,-792
}.._-id0T00total,", ",Asia Pacific,::8id. ,T00- ,2019-02-24,2023-09-12,0.93,0.84,1405,-792
T00_scoresupplied,SUP:_time_eid,Asia Pacific,: ,_:_5quality}idlend,2020-11-12,2023-09-12,0.89,0.77,2193,-792
: ,00time:,North America,supplier 0.0- ,,2021-05-18,2023-09-12,0.82,0.88,2525,-792
 ,: 0:: ,Latin America,",00",_email,2020-07-22,2023-09-12,0.92,0.77,2986,-792
: ,", {",North America,_ ,", ",2020-02-18,2023-09-12,0.93,0.88,1248,-792
"deliveryesupplier,total",1.time1,Europe,:} ,contract_supplier00-:rate_,2018-05-10,2023-09-12,0.82,0.84,2767,-792
: ,", ",North America,", {00",: ,2019-05-29,2023-09-12,0.86,0.81,1282,-792
", ",: ,Latin America,_,:__odata:} ,2018-07-01,2023-09-12,0.87,0.79,1987,-792
,totalcountry. ,Europe,1_email_7,_00onn},2020-02-03,2023-09-12,0.82,0.85,971,-792
name,supplier_00,North America,", ",: ,2018-07-05,2023-09-12,0.92,0.83,788,-792
",",00{_delivery_ ,Latin America,id_score,0_ratecontact: ,2018-09-03,2023-09-12,0.82,0.88,540,-792
:,onacontact_,Europe,{,00,2018-07-21,2023-09-12,0.87,0.82,2845,-792
country-0100a,: ,Middle East & Africa,country ," 0 , ",2020-01-29,2023-09-12,0.93,0.84,715,-792
,{8idcontact ,Europe, ,.deliverytotal8: ,2019-09-21,2023-09-12,0.82,0.78,1943,-792
{T00a400 , ,Europe,2supplieds,{contact,2021-07-18,2023-09-12,0.86,0.82,1568,-792
country , ,Latin America,:id_-emailemail,":8500, ",2018-05-10,2023-09-12,0.86,0.85,728,-792
supplier}: ,:._3s9,Europe,"7}8:l, ",  ,2020-06-05,2023-09-12,0.93,0.88,1566,-792
: ,SUPquality ,Europe,data3 ,"1delivery8_supplieds__delivery,contact, ",2020-05-03,2023-09-12,0.83,0.84,2118,-792
.,", ",Asia Pacific,supplier ,contractaemail,2020-12-21,2023-09-12,0.82,0.77,777,-792
,", ",Middle East & Africa, _} ,total_-a,2020-05-01,2023-09-12,0.84,0.78,1248,-792
,: ,North America, , 0__country,2018-05-10,2023-09-12,0.93,0.88,918,-792
S,2,Asia Pacific,00,", ",2020-03-12,2023-09-12,0.82,0.83,1560,-792
scoreorders-}T00:9startrate.8 0,",scorecountrysupplier",Asia Pacific,total ,on4country0,2020-07-02,2023-09-12,0.92,0.86,2012,-792
,-: ,Latin America,00on ,", ",2018-09-01,2023-09-12,0.83,0.86,1511,-792
_T00idnamequalityso,country,Latin America,", ", ,2019-01-15,2023-09-12,0.92,0.88,2640,-792
00,",: ",Europe,e8-: ,", ",2020-07-25,2023-09-12,0.82,0.86,864,-792
regionSUP- ,,Middle East & Africa,: ,"0-0on:ol,49: ",2019-05-12,2023-09-12,0.93,0.88,754,-792
0,", ",North America,: ,:} ,2019-06-10,2023-09-12,0.93,0.8,993,-792
 0onemail ,,North America,",  9a",total,2018-05-10,2023-09-12,0.82,0.77,1258,-792
:00p,- ,Europe,sidstart,,2021-05-03,2023-09-12,0.91,0.84,691,-792
", ",-: ,Latin America,_ ,8T00 ,2021-02-11,2023-09-12,0.83,0.82,800,-792
: ,o,Europe, ,: ,2021-07-22,2023-09-12,0.89,0.82,722,-792
"}, ",supplied,Europe,total_email,: ,2021-05-30,2023-09-12,0.86,0.81,666,-792
total__--2: ,,Asia Pacific,: ,-,2021-03-22,2023-09-12,0.88,0.85,3030,-792
 ,"on-2id3:00, ",Asia Pacific,country,: ,2019-09-02,2023-09-12,0.83,0.82,752,-792
4as,S,Europe,"start, ",total-{supplier,2019-01-18,2023-09-12,0.91,0.84,1003,-792
0, ,Asia Pacific,}.8__ ,country,2019-07-14,2023-09-12,0.93,0.85,1884,-792
n-03-1region,,North America,onsupplier,: ,2019-11-10,2023-09-12,0.87,0.88,970,-792
_{,,Asia Pacific,,quality_ 0_name.:,2019-02-22,2023-09-12,0.86,0.8,644,-792
,: ,North America,: ,S2,2018-12-27,2023-09-12,0.93,0.87,1875,-792
contract_start_{,p,Middle East & Africa,contract,name ,2019-08-22,2023-09-12,0.83,0.86,1340,-792
: ,: ,Europe,", ",:,2018-12-27,2023-09-12,0.93,0.82,1038,-792
.,: ,Asia Pacific,: ,-31: ,2019-11-22,2023-09-12,0.82,0.83,1920,-792
"8_qualityn, ", ,Asia Pacific,: ,- ,2018-05-10,2023-09-12,0.87,0.77,714,-792
", ",-,Europe,SUP 0 0 , ,2019-07-22,2023-09-12,0.92,0.83,737,-792
202s_1end,:delivery{,Europe,: ,total ,2021-05-01,2023-09-13,0.93,0.86,1004,-791
contract_,,Middle East & Africa,"country28countryscore, ",countryl8s1:,2018-05-20,2023-09-13,0.82,0.88,990,-791
suppliersuppliera,contract_,Latin America,"supplierend8, ",: ,2018-09-12,2023-09-13,0.93,0.87,2646,-791
: ,contact_ ,North America,@{,region ,2019-05-12,2023-09-13,0.82,0.86,3120,-791
data, ,Middle East & Africa,",00email","supplier_._,time8quality_",2019-07-22,2023-09-13,0.82,0.81,904,-791
5totalregion_a,:supplier_odata,North America,: {,", ",2018-05-10,2023-09-13,0.83,0.87,2114,-791
}ln2 000}0{,._end,North America,: ,region,2019-03-21,2023-09-13,0.93,0.87,930,-791
_e,0_,North America,-start: ,: ,2019-07-12,2023-09-13,0.86,0.88,3023,-791
supplieremail,supplier_ ,Asia Pacific,: ,:.rate,2018-09-05,2023-09-13,0.84,0.82,1296,-791
", ",region,Europe,on8totallid__rateSUP:n{,contract_,2018-08-12,2023-09-13,0.88,0.87,642,-791
":, ",":.,T0000000",North America,contactT00,", ",2019-07-10,2023-09-14,0.83,0.77,2892,-790
s{_,data,Europe,s_contract_time_email,"}_name8 oS:contract, ",2018-05-10,2023-09-14,0.91,0.81,1251,-790
country,SUPn{,North America,"., ",: ,2018-05-10,2023-09-14,0.93,0.83,1883,-790
": a-2quality,i.-4id.93, ",l9end ,Europe,: ,data ,2019-12-08,2023-09-14,0.93,0.87,3104,-790
region,s. ,North America,00,contact}supplierT0000contract{,2020-09-21,2023-09-14,0.93,0.8,660,-790
name.id,contract ,Asia Pacific,start,:._,2018-05-10,2023-09-14,0.83,0.82,997,-790
_on,", ",Asia Pacific,2.country,.-00::00,2018-12-12,2023-09-14,0.92,0.79,784,-790
009_endtotal_{,:e,Middle East & Africa,supplier ,"SUPorderse,time._, -:score 0}",2020-05-10,2023-09-14,0.93,0.84,1237,-790
: ,: {,Asia Pacific,",_ 0s",}: 00total-,2018-05-18,2023-09-14,0.84,0.84,958,-790
", ",scoreT00_}nameemail: ,Middle East & Africa,, ,2020-01-10,2023-09-14,0.83,0.83,1688,-790
", ","}: ,",North America,",{","-4-1scorei4,, ",2018-05-10,2023-09-14,0.88,0.81,978,-790
0 ,T00}rate,Asia Pacific,s ,,2020-07-18,2023-09-14,0.91,0.8,1300,-790
 ,: ,North America,: ,supplier: ,2020-05-22,2023-09-14,0.93,0.77,657,-790
total_startl,: ,Latin America,: , 0.,2018-11-20,2023-09-14,0.82,0.87,548,-790
1,: ,Asia Pacific,- ,s,2019-03-21,2023-09-14,0.92,0.84,2975,-790
contract,{end{,North America, 0qualitytotal,00: 09.04_,2021-06-17,2023-09-14,0.9,0.8,669,-790
:,", ",Europe,quality.--,: ,2019-07-03,2023-09-14,0.93,0.77,3120,-790
"nameorders00:,8}ratecountry",qualitysupplied,Asia Pacific,"8supplied,supplier_onn: ","aT00-, ",2020-04-20,2023-09-14,0.82,0.82,551,-790
suppliedcountry,email_00,Asia Pacific,p,",so}:1",2019-07-14,2023-09-14,0.93,0.77,933,-790
::{,: ,Europe, ,:{,2019-12-21,2023-09-14,0.93,0.82,1231,-790
"00,",: ,North America,"}4,9 ",: ,2018-09-12,2023-09-14,0.82,0.77,1800,-790
score_n9_:s,:. ,North America,T0000 0 0 ,{,2018-07-22,2023-09-14,0.93,0.82,731,-790
",time_-4contactraten", ,Europe,region 0_}1_ 0atime,supplier: ,2018-12-14,2023-09-14,0.92,0.81,1897,-790
:,",contact{ ",Asia Pacific,name 0,contractcontact8,2019-02-10,2023-09-14,0.83,0.85,1109,-790
 ,: -,Asia Pacific,", ",_1,2018-12-08,2023-09-14,0.93,0.81,2505,-790
-T00,", 3:time_delivery 0rate}",Asia Pacific,202start00,--orders,2018-05-10,2023-09-14,0.87,0.81,869,-790
"@scoreaSUP-,2SUP.a, ",n ,Asia Pacific,: score,", ",2018-05-10,2023-09-14,0.84,0.82,2989,-790
: ,}el200,Europe,: ,quality,2020-12-30,2023-09-15,0.88,0.77,1347,-789
",",on87}00a,Asia Pacific,name7,", ",2019-10-16,2023-09-15,0.82,0.81,886,-789
00S,A_score}9T00:,Latin America,contract,":,00",2019-01-22,2023-09-15,0.88,0.77,686,-789
2,", ",North America,:}deliveryiltime ,",__start ",2019-12-15,2023-09-15,0.83,0.77,3014,-789
:,",_start ",North America,contract_contract 0, ,2018-11-12,2023-09-15,0.82,0.85,1023,-789
"o,@ ",@00,Latin America,: ,"contract_.,supplied_, ",2018-05-10,2023-09-15,0.9,0.88,753,-789
totalSUP_,"region, ",Latin America,00,onid- ,2019-02-05,2023-09-15,0.93,0.77,722,-789
SUPa,: ,Latin America,}_e__,,2018-05-10,2023-09-16,0.88,0.77,1059,-788
:_,:name58__0019qualityl1_orders}-3,Latin America,: ,",00",2018-12-18,2023-09-16,0.86,0.81,3119,-788
as-on__, 0id:,Europe, ,"--,start0,time ",2021-02-12,2023-09-16,0.85,0.84,1441,-788
: ,", ",North America,region,", ",2019-07-22,2023-09-17,0.88,0.87,3112,-787
@emaile0,9 ,Europe,"@}SUP,orders-400",n ,2018-05-20,2023-09-17,0.89,0.84,3118,-787
: ,"suppliercountrys o3,00",Middle East & Africa,delivery_orderstime_,.},2021-06-12,2023-09-17,0.82,0.77,1022,-787
 @,7 ,Europe,: ,-a-_i,2021-07-18,2023-09-17,0.93,0.8,3106,-787
{-9_end,"_:, ",Europe,,}: ,2019-05-22,2023-09-17,0.88,0.81,2275,-787
-edelivery ,_,Europe,contractsuppliersupplied_id,{,2019-01-12,2023-09-17,0.92,0.78,980,-787
contract8 ,quality:email,North America,s__ 0supplier ,data,2021-03-05,2023-09-17,0.85,0.88,2100,-787
 ,"T00__end, ",Middle East & Africa,",-007",: -008.rate o,2018-11-22,2023-09-17,0.86,0.88,1010,-787
: ,0@_email9_ ,Latin America,_ _10000_,", ",2018-08-14,2023-09-17,0.83,0.81,3120,-787
scorescore_start_5,}.a,Europe,p6,.contract,2021-05-13,2023-09-17,0.83,0.85,1090,-787
"00:, ","on,SUP_o 0region",Latin America,", ",":score, ",2019-01-10,2023-09-17,0.83,0.83,2108,-787
", ",,Europe, ,4region ,2021-07-22,2023-09-17,0.93,0.84,642,-787
quality,:00contact5,Europe,: ,_ ,2021-01-16,2023-09-18,0.92,0.88,2116,-786
:5contract9rate00,:a ,North America,region00score,_{,2020-06-20,2023-09-18,0.93,0.87,903,-786
"A, ",:.. {,Latin America,country-: ,"5s_end, ",2019-07-05,2023-09-18,0.93,0.77,1359,-786
,: ,Europe,quality,": , ",2019-11-21,2023-09-18,0.93,0.85,978,-786
,s__8,North America,SUPtotal3,",deliverya --, ",2020-07-08,2023-09-18,0.83,0.87,2095,-786
: ,:_:,Europe,", ",800: ,2018-08-04,2023-09-18,0.82,0.88,1021,-786
: 0.,_,Latin America,:@, ,2019-12-22,2023-09-18,0.88,0.82,1724,-786
_o}3 000rate-: ,supplier_i}on,Asia Pacific,,totaltime_score ,2020-02-14,2023-09-18,0.93,0.81,2355,-786
5 ,supplier_,North America,", se8, ",} ,2018-06-14,2023-09-18,0.92,0.88,765,-786
:,,Latin America,name,: ,2019-09-14,2023-09-18,0.82,0.88,858,-786
},email ,Europe,: ,"son.e,, ",2019-08-14,2023-09-18,0.89,0.8,1682,-786
: ,l00-500-a300e_,Latin America,",{",", ",2018-05-10,2023-09-18,0.93,0.83,2120,-786
", ",", ",Europe,supplier,_,2019-03-18,2023-09-18,0.87,0.8,1244,-786
score8000-1:,contract_a@a ,Latin America,"_:,",s,2018-05-10,2023-09-18,0.82,0.82,879,-786
",__{:: ",: ,Middle East & Africa,: a,", ",2021-01-15,2023-09-18,0.82,0.87,2876,-786
:,: ,Latin America,,contract- {,2018-05-10,2023-09-18,0.88,0.81,829,-786
contact,_ 0T00 ,North America,quality 01 ,: ,2020-11-03,2023-09-18,0.93,0.77,878,-786
: 0,", ",North America,",-2","_, ",2021-02-15,2023-09-18,0.93,0.88,1850,-786
:country{SUP}_T00,,Asia Pacific,country87aend,on,2019-11-10,2023-09-18,0.93,0.82,933,-786
,contract:-end,Europe,qualitysa,A8_002on,2020-09-30,2023-09-18,0.93,0.86,876,-786
00_,":, scorecontract",Europe,: , ,2019-07-26,2023-09-18,0.82,0.86,995,-786
,: ,Europe,supplier_,{,2018-05-10,2023-09-18,0.83,0.79,2101,-786
"on___suppliedo, ",p._00,Asia Pacific,{,: ,2019-01-14,2023-09-18,0.89,0.81,1910,-786
supplierorders_,,Europe,,ocontact94,2019-02-07,2023-09-18,0.82,0.77,3030,-786
: ,5:- ,North America,contact_:_score{,_.delivery00contact,2020-03-03,2023-09-18,0.82,0.82,1195,-786
a7-218orders_name__,: quality,North America,SUPscore o,-122country ,2019-10-21,2023-09-19,0.89,0.82,2721,-785
4 ,__,Asia Pacific,: ,id,2020-12-10,2023-09-19,0.91,0.77,1652,-785
"country, ",.-ordersorders,Europe, 0,._-1-{ 00: ,2019-07-18,2023-09-19,0.93,0.82,1906,-785
contact_00: ,supplier ,North America,T00_,", ",2021-01-04,2023-09-20,0.82,0.81,728,-784
}supplier_5,supplier,North America,",_",--: {,2020-03-21,2023-09-20,0.93,0.82,3031,-784
S ,,Europe,", supplier.9",qualityordersend,2019-12-03,2023-09-20,0.82,0.88,540,-784
supplier,",_name ",Asia Pacific,8,", ",2018-06-10,2023-09-20,0.93,0.85,729,-784
,: ,Middle East & Africa,countrynamendelivery_a:.total: ,on,2019-11-15,2023-09-20,0.88,0.84,2115,-784
", ",-0000,Europe,", ",:SUP{T00,2018-06-28,2023-09-20,0.85,0.88,931,-784
.}{,-delivery ,North America,":, ",:_nend,2019-05-08,2023-09-20,0.93,0.87,540,-784
_00,,North America,-email-9orders,"delivery-, ",2019-03-03,2023-09-20,0.84,0.88,2842,-784
_: , 0 ,Latin America,", ",}_time_{,2019-03-01,2023-09-20,0.92,0.8,540,-784
contract__namea8,:_contract_30,Europe,country-total: start,1_-003,2020-03-24,2023-09-20,0.86,0.82,586,-784
,",00delivery__rate_e9: ",Latin America,",_ ",emailatotal,2018-07-01,2023-09-20,0.82,0.83,3120,-784
,:{T00ordersdatao.orders,Middle East & Africa,contract_.5_start,on_.laT0000_},2021-03-03,2023-09-20,0.84,0.88,1981,-784
",: l, ",qualitycontact: ,Asia Pacific,"_, ",8T000,2021-01-03,2023-09-20,0.93,0.88,540,-784
9-00,: ,Latin America,on,contactdelivery,2019-03-06,2023-09-20,0.86,0.77,1303,-784
: ,", ",North America,:_,rate:00{SUP,2018-07-12,2023-09-20,0.93,0.85,2998,-784
-.quality ,"_startscoreT00delivery:00_,",Europe,contact ,,2018-07-17,2023-09-20,0.82,0.78,752,-784
: ,",8_score_@__{",North America,":,delivery-namedelivery_00country",contactscore-delivery2_on,2020-04-02,2023-09-20,0.82,0.84,961,-784
00_quality,data ,Europe,", ",", ",2019-09-20,2023-09-20,0.89,0.84,1878,-784
contract,contractquality ,Middle East & Africa,", ",8a}7eid}T001ordersregion,2021-07-22,2023-09-20,0.84,0.85,856,-784
,"contractsupplier_7,",Europe,: ,{8_supplied_7SUPstart200o ,2021-04-05,2023-09-20,0.82,0.78,3118,-784
",_",: ,Europe,contact0{,_-8on7,2018-05-10,2023-09-20,0.82,0.87,2534,-784
",: qualityend@data",:_a.,Asia Pacific,:_ ,", ",2021-07-17,2023-09-20,0.82,0.83,3111,-784
"{00, ",:i_00,Latin America,":quality, ",id ,2020-05-16,2023-09-21,0.82,0.87,3120,-783
: ,", ",Asia Pacific, 0__on00}:end00:00,,2019-05-03,2023-09-21,0.88,0.84,711,-783
", ",00,Europe,S, 0contractscore_-ndelivery}e_orders_18data,2018-07-05,2023-09-21,0.87,0.88,1305,-783
":e:,8-2 0.T0097: ",: ,Latin America,s ,:o00id,2019-04-25,2023-09-21,0.93,0.88,1566,-783
}niT00: 0,"region-supplier3- 0., -s ",North America,_sorders,. oorderscontract,2020-03-11,2023-09-21,0.93,0.87,1254,-783
: ,oncontact--,Latin America,supplied_name, 0{,2018-05-10,2023-09-21,0.9,0.83,977,-783
