customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score_str,RFM_score,segment
CUST-55886,71,6,10329.39,2,4,3,243,9,Potential
CUST-55887,39,7,33848.58,3,5,5,355,13,Champions
CUST-55888,157,5,11886.33,1,3,3,133,7,Potential
CUST-55889,83,4,5276.2,2,2,2,222,6,At Risk
CUST-55890,30,4,14192.3,4,2,4,424,10,Loyal
CUST-55891,176,7,26752.95,1,5,5,155,11,Loyal
CUST-55892,137,3,5114.77,1,1,2,112,4,Lost
CUST-55893,202,2,4563.46,1,1,2,112,4,Lost
CUST-55894,53,8,16486.12,3,5,4,354,12,Loyal
CUST-55895,9,3,4164.82,5,1,2,512,8,Potential
CUST-55896,45,3,1598.97,3,1,1,311,5,At Risk
CUST-55897,18,4,7026.21,4,2,2,422,8,Potential
CUST-55898,56,3,2834.92,3,1,1,311,5,At Risk
CUST-55899,54,8,40353.2,3,5,5,355,13,Champions
CUST-55900,49,3,7254.31,3,1,2,312,6,At Risk
CUST-55901,5,3,897.9,5,1,1,511,7,Potential
CUST-55902,92,6,12431.460000000001,2,4,4,244,10,Loyal
CUST-55903,35,2,1959.42,4,1,1,411,6,At Risk
CUST-55904,129,5,9182.89,1,3,3,133,7,Potential
CUST-55905,182,3,9309.98,1,1,3,113,5,At Risk
CUST-55906,179,3,5822.400000000001,1,1,2,112,4,Lost
CUST-55907,68,4,25255.0,3,2,5,325,10,Loyal
CUST-55908,3,7,22579.63,5,5,5,555,15,Champions
CUST-55909,291,1,5900.39,1,1,2,112,4,Lost
CUST-55910,98,7,17403.08,2,5,4,254,11,Loyal
CUST-55911,35,3,6427.21,4,1,2,412,7,Potential
CUST-55912,54,6,17223.47,3,4,4,344,11,Loyal
CUST-55913,104,6,40345.06,2,4,5,245,11,Loyal
CUST-55914,16,5,10579.69,5,3,3,533,11,Loyal
CUST-55915,101,4,2638.17,2,2,1,221,5,At Risk
CUST-55916,41,6,18945.86,3,4,4,344,11,Loyal
CUST-55917,2,7,27732.64,5,5,5,555,15,Champions
CUST-55918,63,4,8227.970000000001,3,2,3,323,8,Potential
CUST-55919,88,4,8358.869999999999,2,2,3,223,7,Potential
CUST-55920,8,7,5743.57,5,5,2,552,12,Loyal
CUST-55921,1,5,9349.2,5,3,3,533,11,Loyal
CUST-55922,32,7,24534.079999999998,4,5,5,455,14,Champions
CUST-55923,148,3,5941.32,1,1,2,112,4,Lost
CUST-55924,203,4,6942.57,1,2,2,122,5,At Risk
CUST-55925,2,4,3746.0499999999997,5,2,1,521,8,Potential
CUST-55926,32,4,5140.72,4,2,2,422,8,Potential
CUST-55927,18,4,6677.0,4,2,2,422,8,Potential
CUST-55928,21,5,6100.3099999999995,4,3,2,432,9,Potential
CUST-55929,2,6,5633.97,5,4,2,542,11,Loyal
CUST-55930,136,7,23611.800000000003,1,5,5,155,11,Loyal
CUST-55931,202,2,2216.01,1,1,1,111,3,Lost
CUST-55932,6,3,8530.99,5,1,3,513,9,Potential
CUST-55933,262,2,1889.6200000000001,1,1,1,111,3,Lost
CUST-55934,26,9,23107.12,4,5,5,455,14,Champions
CUST-55935,86,5,17470.9,2,3,4,234,9,Potential
CUST-55936,22,6,12446.81,4,4,4,444,12,Loyal
CUST-55937,3,6,17218.02,5,4,4,544,13,Champions
CUST-55938,22,6,5496.969999999999,4,4,2,442,10,Loyal
CUST-55939,9,9,25780.059999999998,5,5,5,555,15,Champions
CUST-55940,141,4,1827.89,1,2,1,121,4,Lost
CUST-55941,3,5,1660.23,5,3,1,531,9,Potential
CUST-55942,45,9,20581.47,3,5,5,355,13,Champions
CUST-55943,108,8,17856.39,2,5,4,254,11,Loyal
CUST-55944,73,7,11010.890000000001,2,5,3,253,10,Loyal
CUST-55945,109,3,11792.39,2,1,3,213,6,At Risk
CUST-55946,51,4,4034.6899999999996,3,2,2,322,7,Potential
CUST-55947,13,6,10844.93,5,4,3,543,12,Loyal
CUST-55948,119,3,6265.21,1,1,2,112,4,Lost
CUST-55949,6,5,1429.99,5,3,1,531,9,Potential
CUST-55950,5,8,25107.83,5,5,5,555,15,Champions
CUST-55951,164,6,12259.630000000001,1,4,4,144,9,Potential
CUST-55952,166,5,6768.66,1,3,2,132,6,At Risk
CUST-55953,5,2,2031.4,5,1,1,511,7,Potential
CUST-55954,168,5,8368.79,1,3,3,133,7,Potential
CUST-55955,62,9,27744.469999999998,3,5,5,355,13,Champions
CUST-55956,34,2,3430.25,4,1,1,411,6,At Risk
CUST-55957,5,6,16263.88,5,4,4,544,13,Champions
CUST-55958,67,6,12917.31,3,4,4,344,11,Loyal
CUST-55959,90,1,87.58,2,1,1,211,4,Lost
CUST-55960,5,11,16955.969999999998,5,5,4,554,14,Champions
CUST-55961,122,4,26198.280000000002,1,2,5,125,8,Potential
CUST-55962,152,9,7805.0,1,5,3,153,9,Potential
CUST-55963,24,4,7402.9400000000005,4,2,2,422,8,Potential
CUST-55964,98,1,125.47,2,1,1,211,4,Lost
CUST-55965,76,9,51153.7,2,5,5,255,12,Loyal
CUST-55966,33,6,6832.35,4,4,2,442,10,Loyal
CUST-55967,34,4,8052.58,4,2,3,423,9,Potential
CUST-55968,133,5,8545.529999999999,1,3,3,133,7,Potential
CUST-55969,23,10,56601.89000000001,4,5,5,455,14,Champions
CUST-55970,49,6,10413.95,3,4,3,343,10,Loyal
CUST-55971,5,12,19772.91,5,5,5,555,15,Champions
CUST-55972,72,6,6002.11,2,4,2,242,8,Potential
CUST-55973,75,3,27916.0,2,1,5,215,8,Potential
CUST-55974,117,5,10656.259999999998,2,3,3,233,8,Potential
CUST-55975,32,6,2971.8199999999997,4,4,1,441,9,Potential
CUST-55976,43,5,5230.28,3,3,2,332,8,Potential
CUST-55977,30,5,51052.469999999994,4,3,5,435,12,Loyal
CUST-55978,66,4,9884.369999999999,3,2,3,323,8,Potential
CUST-55979,73,5,11145.5,2,3,3,233,8,Potential
CUST-55980,55,8,20070.96,3,5,5,355,13,Champions
CUST-55981,52,7,10129.71,3,5,3,353,11,Loyal
CUST-55982,199,2,3235.0,1,1,1,111,3,Lost
CUST-55983,164,3,17042.12,1,1,4,114,6,At Risk
CUST-55984,50,3,8944.0,3,1,3,313,7,Potential
CUST-55985,16,7,7835.74,5,5,3,553,13,Champions
CUST-55986,11,5,12045.26,5,3,4,534,12,Loyal
CUST-55987,47,7,18540.03,3,5,4,354,12,Loyal
CUST-55988,128,4,20376.89,1,2,5,125,8,Potential
CUST-55989,25,10,6107.64,4,5,2,452,11,Loyal
CUST-55990,2,7,17511.969999999998,5,5,4,554,14,Champions
CUST-55991,39,4,11171.82,3,2,3,323,8,Potential
CUST-55992,6,5,12656.51,5,3,4,534,12,Loyal
CUST-55993,49,5,15967.54,3,3,4,334,10,Loyal
CUST-55994,31,3,2888.9500000000003,4,1,1,411,6,At Risk
CUST-55995,146,5,17427.79,1,3,4,134,8,Potential
CUST-55996,24,5,7411.58,4,3,2,432,9,Potential
CUST-55997,65,2,440.03999999999996,3,1,1,311,5,At Risk
CUST-55998,126,7,25239.09,1,5,5,155,11,Loyal
CUST-55999,43,5,29300.339999999997,3,3,5,335,11,Loyal
CUST-56000,202,5,3030.6400000000003,1,3,1,131,5,At Risk
CUST-56001,17,12,16685.31,5,5,4,554,14,Champions
CUST-56002,39,4,6267.6,3,2,2,322,7,Potential
CUST-56003,21,7,27661.629999999997,4,5,5,455,14,Champions
CUST-56004,55,7,16016.36,3,5,4,354,12,Loyal
CUST-56005,120,1,518.92,1,1,1,111,3,Lost
CUST-56006,62,2,3343.11,3,1,1,311,5,At Risk
CUST-56007,89,4,8864.26,2,2,3,223,7,Potential
CUST-56008,59,3,1171.88,3,1,1,311,5,At Risk
CUST-56009,79,4,1571.6100000000001,2,2,1,221,5,At Risk
CUST-56010,11,5,8015.9,5,3,3,533,11,Loyal
CUST-56011,263,1,28.17,1,1,1,111,3,Lost
CUST-56012,25,3,4009.66,4,1,2,412,7,Potential
CUST-56013,163,5,7443.82,1,3,2,132,6,At Risk
CUST-56014,106,4,7006.45,2,2,2,222,6,At Risk
CUST-56015,52,3,2192.24,3,1,1,311,5,At Risk
CUST-56016,144,3,8722.279999999999,1,1,3,113,5,At Risk
CUST-56017,35,5,6366.7,4,3,2,432,9,Potential
CUST-56018,86,10,20072.14,2,5,5,255,12,Loyal
CUST-56019,143,3,6124.639999999999,1,1,2,112,4,Lost
CUST-56020,47,2,1692.4499999999998,3,1,1,311,5,At Risk
CUST-56021,14,7,9211.130000000001,5,5,3,553,13,Champions
CUST-56022,133,5,17634.09,1,3,4,134,8,Potential
CUST-56023,54,5,11509.189999999999,3,3,3,333,9,Potential
CUST-56024,24,5,4387.08,4,3,2,432,9,Potential
CUST-56025,47,6,15499.230000000001,3,4,4,344,11,Loyal
CUST-56026,33,8,3784.3,4,5,1,451,10,Loyal
CUST-56027,40,5,15857.57,3,3,4,334,10,Loyal
CUST-56028,52,5,6889.860000000001,3,3,2,332,8,Potential
CUST-56029,8,2,1968.9,5,1,1,511,7,Potential
CUST-56030,29,4,3598.7000000000003,4,2,1,421,7,Potential
CUST-56031,136,7,12616.74,1,5,4,154,10,Loyal
CUST-56032,86,7,21689.879999999997,2,5,5,255,12,Loyal
CUST-56033,62,7,19675.51,3,5,5,355,13,Champions
CUST-56034,88,5,13603.310000000001,2,3,4,234,9,Potential
CUST-56035,150,3,10008.53,1,1,3,113,5,At Risk
CUST-56036,51,4,34201.880000000005,3,2,5,325,10,Loyal
CUST-56037,90,10,10165.78,2,5,3,253,10,Loyal
CUST-56038,107,5,5122.43,2,3,2,232,7,Potential
CUST-56039,37,5,5445.06,4,3,2,432,9,Potential
CUST-56040,90,5,33565.71,2,3,5,235,10,Loyal
CUST-56041,12,4,18947.04,5,2,4,524,11,Loyal
CUST-56042,75,3,11519.91,2,1,3,213,6,At Risk
CUST-56043,151,5,12759.16,1,3,4,134,8,Potential
CUST-56044,53,8,24011.73,3,5,5,355,13,Champions
CUST-56045,93,3,3789.82,2,1,1,211,4,Lost
CUST-56046,12,10,23540.47,5,5,5,555,15,Champions
CUST-56047,89,6,12289.59,2,4,4,244,10,Loyal
CUST-56048,158,4,10513.960000000001,1,2,3,123,6,At Risk
CUST-56049,78,6,10168.720000000001,2,4,3,243,9,Potential
CUST-56050,138,4,12417.029999999999,1,2,4,124,7,Potential
CUST-56051,47,2,19586.920000000002,3,1,5,315,9,Potential
CUST-56052,12,7,12508.31,5,5,4,554,14,Champions
CUST-56053,13,5,6544.08,5,3,2,532,10,Loyal
CUST-56054,37,5,15341.2,4,3,4,434,11,Loyal
CUST-56055,143,3,16872.760000000002,1,2,4,124,7,Potential
CUST-56056,2,11,19759.0,5,5,5,555,15,Champions
CUST-56057,51,5,9161.92,3,3,3,333,9,Potential
CUST-56058,10,7,8252.17,5,5,3,553,13,Champions
CUST-56059,209,1,170.79,1,1,1,111,3,Lost
CUST-56060,224,3,3408.02,1,2,1,121,4,Lost
CUST-56061,76,3,6072.41,2,2,2,222,6,At Risk
CUST-56062,9,6,24737.17,5,4,5,545,14,Champions
CUST-56063,111,6,19548.71,2,4,5,245,11,Loyal
CUST-56064,28,6,2063.96,4,4,1,441,9,Potential
CUST-56065,57,9,20944.38,3,5,5,355,13,Champions
CUST-56066,94,4,14284.19,2,2,4,224,8,Potential
CUST-56067,175,4,15606.64,1,2,4,124,7,Potential
CUST-56068,239,2,7795.360000000001,1,1,3,113,5,At Risk
CUST-56069,153,4,5087.080000000001,1,2,2,122,5,At Risk
CUST-56070,74,9,9757.69,2,5,3,253,10,Loyal
CUST-56071,23,7,3641.04,4,5,1,451,10,Loyal
CUST-56072,124,6,19604.05,1,4,5,145,10,Loyal
CUST-56073,22,7,15751.94,4,5,4,454,13,Champions
CUST-56074,32,7,23494.39,4,5,5,455,14,Champions
CUST-56075,15,5,8827.93,5,3,3,533,11,Loyal
CUST-56076,21,8,11873.16,4,5,3,453,12,Loyal
CUST-56077,25,8,17609.54,4,5,4,454,13,Champions
CUST-56078,141,4,2152.91,1,2,1,121,4,Lost
CUST-56079,55,2,21911.440000000002,3,1,5,315,9,Potential
CUST-56080,34,7,19851.09,4,5,5,455,14,Champions
CUST-56081,2,4,9655.01,5,2,3,523,10,Loyal
CUST-56082,110,3,9595.73,2,2,3,223,7,Potential
CUST-56083,55,4,15237.73,3,2,4,324,9,Potential
CUST-56084,5,2,484.62,5,1,1,511,7,Potential
CUST-56085,94,4,6792.11,2,2,2,222,6,At Risk
CUST-56086,17,7,11202.73,5,5,3,553,13,Champions
CUST-56087,14,6,6681.94,5,4,2,542,11,Loyal
CUST-56088,134,6,3762.68,1,4,1,141,6,At Risk
CUST-56089,11,5,25901.29,5,3,5,535,13,Champions
CUST-56090,1,3,2200.42,5,2,1,521,8,Potential
CUST-56091,10,5,6241.950000000001,5,3,2,532,10,Loyal
CUST-56092,17,6,8220.49,5,4,3,543,12,Loyal
CUST-56093,210,4,12457.34,1,2,4,124,7,Potential
CUST-56094,72,3,8188.67,2,2,3,223,7,Potential
CUST-56095,65,7,9250.76,3,5,3,353,11,Loyal
CUST-56096,315,2,6985.49,1,1,2,112,4,Lost
CUST-56097,112,7,12670.04,2,5,4,254,11,Loyal
CUST-56098,154,5,7721.75,1,3,3,133,7,Potential
CUST-56099,19,6,13260.56,4,4,4,444,12,Loyal
CUST-56100,23,3,15308.390000000001,4,2,4,424,10,Loyal
CUST-56101,8,7,17019.68,5,5,4,554,14,Champions
CUST-56102,13,6,5578.2300000000005,5,4,2,542,11,Loyal
CUST-56103,16,9,16524.85,5,5,4,554,14,Champions
CUST-56104,173,8,16119.23,1,5,4,154,10,Loyal
CUST-56105,21,6,33436.41,4,4,5,445,13,Champions
CUST-56106,15,6,17718.5,5,4,4,544,13,Champions
CUST-56108,81,6,12191.73,2,4,4,244,10,Loyal
CUST-56109,92,8,28142.65,2,5,5,255,12,Loyal
CUST-56110,24,4,1581.31,4,2,1,421,7,Potential
CUST-56111,100,4,3703.96,2,2,1,221,5,At Risk
CUST-56112,138,3,1060.21,1,2,1,121,4,Lost
CUST-56113,208,7,17226.61,1,5,4,154,10,Loyal
CUST-56114,126,3,21206.81,1,2,5,125,8,Potential
CUST-56115,4,4,15718.390000000001,5,2,4,524,11,Loyal
CUST-56116,8,7,19845.07,5,5,5,555,15,Champions
CUST-56117,7,8,19282.41,5,5,5,555,15,Champions
CUST-56118,43,4,2236.6499999999996,3,2,1,321,6,At Risk
CUST-56119,164,4,3344.1,1,2,1,121,4,Lost
CUST-56120,198,3,1709.86,1,2,1,121,4,Lost
CUST-56121,78,4,4821.51,2,2,2,222,6,At Risk
CUST-56122,354,1,35.93,1,1,1,111,3,Lost
CUST-56123,1,11,26054.52,5,5,5,555,15,Champions
CUST-56124,52,4,2719.85,3,2,1,321,6,At Risk
CUST-56125,107,8,23990.73,2,5,5,255,12,Loyal
CUST-56126,48,5,56279.51,3,3,5,335,11,Loyal
CUST-56127,32,3,5690.66,4,2,2,422,8,Potential
CUST-56128,77,5,7726.35,2,3,3,233,8,Potential
CUST-56129,93,7,4688.62,2,5,2,252,9,Potential
CUST-56130,78,2,1778.4,2,1,1,211,4,Lost
CUST-56131,20,3,12112.42,4,2,4,424,10,Loyal
CUST-56132,10,9,9837.21,5,5,3,553,13,Champions
CUST-56133,100,5,23846.13,2,3,5,235,10,Loyal
CUST-56134,3,2,11815.240000000002,5,1,3,513,9,Potential
CUST-56135,4,5,7271.99,5,3,2,532,10,Loyal
CUST-56136,72,2,2112.27,2,1,1,211,4,Lost
CUST-56137,113,5,15568.69,2,3,4,234,9,Potential
CUST-56138,36,7,6430.92,4,5,2,452,11,Loyal
CUST-56139,3,4,1576.01,5,2,1,521,8,Potential
CUST-56140,27,8,31515.47,4,5,5,455,14,Champions
CUST-56141,3,6,11482.95,5,4,3,543,12,Loyal
CUST-56142,244,2,3360.71,1,1,1,111,3,Lost
CUST-56143,7,6,14112.220000000001,5,4,4,544,13,Champions
CUST-56144,9,11,51503.39,5,5,5,555,15,Champions
CUST-56145,103,11,57062.19,2,5,5,255,12,Loyal
CUST-56146,38,3,2868.6,4,2,1,421,7,Potential
CUST-56147,70,6,20097.38,2,4,5,245,11,Loyal
CUST-56148,67,6,35208.729999999996,3,4,5,345,12,Loyal
CUST-56149,43,4,3932.69,3,2,2,322,7,Potential
CUST-56150,46,4,5360.0,3,2,2,322,7,Potential
CUST-56151,18,6,10569.529999999999,4,4,3,443,11,Loyal
CUST-56152,130,7,23096.559999999998,1,5,5,155,11,Loyal
CUST-56153,335,2,8508.25,1,1,3,113,5,At Risk
CUST-56154,15,8,61767.92,5,5,5,555,15,Champions
CUST-56155,47,4,3713.9700000000003,3,2,1,321,6,At Risk
CUST-56156,48,1,30.5,3,1,1,311,5,At Risk
CUST-56157,1,5,5813.51,5,3,2,532,10,Loyal
CUST-56158,95,5,14427.259999999998,2,3,4,234,9,Potential
CUST-56159,179,6,3947.2799999999997,1,4,2,142,7,Potential
CUST-56160,14,8,34269.229999999996,5,5,5,555,15,Champions
CUST-56161,208,4,2080.65,1,2,1,121,4,Lost
CUST-56162,3,2,2710.02,5,1,1,511,7,Potential
CUST-56163,2,5,9208.15,5,3,3,533,11,Loyal
CUST-56164,44,3,1790.8500000000001,3,2,1,321,6,At Risk
CUST-56165,41,5,12511.619999999999,3,3,4,334,10,Loyal
CUST-56166,39,6,30469.66,3,4,5,345,12,Loyal
CUST-56167,12,6,10060.03,5,4,3,543,12,Loyal
CUST-56168,18,6,16728.46,4,4,4,444,12,Loyal
CUST-56169,98,7,9216.57,2,5,3,253,10,Loyal
CUST-56170,45,5,33584.95,3,3,5,335,11,Loyal
CUST-56171,134,4,2945.77,1,2,1,121,4,Lost
CUST-56172,51,7,31996.409999999996,3,5,5,355,13,Champions
CUST-56173,47,10,27648.73,3,5,5,355,13,Champions
CUST-56174,129,7,25432.300000000003,1,5,5,155,11,Loyal
CUST-56175,45,4,20450.48,3,2,5,325,10,Loyal
CUST-56176,104,6,11901.59,2,4,3,243,9,Potential
CUST-56177,15,10,23275.26,5,5,5,555,15,Champions
CUST-56178,3,7,6359.72,5,5,2,552,12,Loyal
CUST-56179,30,4,11377.89,4,2,3,423,9,Potential
CUST-56180,70,5,6651.81,2,3,2,232,7,Potential
CUST-56181,18,4,4793.65,4,2,2,422,8,Potential
CUST-56182,31,6,9441.94,4,4,3,443,11,Loyal
CUST-56183,24,10,12526.0,4,5,4,454,13,Champions
CUST-56184,9,6,15957.13,5,4,4,544,13,Champions
CUST-56185,79,6,9210.460000000001,2,4,3,243,9,Potential
CUST-56186,94,2,577.65,2,1,1,211,4,Lost
CUST-56187,65,4,5991.6900000000005,3,2,2,322,7,Potential
CUST-56188,109,4,7076.27,2,2,2,222,6,At Risk
CUST-56189,17,6,16805.64,5,4,4,544,13,Champions
CUST-56190,19,5,8054.3,4,3,3,433,10,Loyal
CUST-56191,28,8,6497.24,4,5,2,452,11,Loyal
CUST-56192,10,8,15959.33,5,5,4,554,14,Champions
CUST-56193,55,6,11012.26,3,4,3,343,10,Loyal
CUST-56194,42,3,18006.66,3,2,4,324,9,Potential
CUST-56195,21,9,10718.779999999999,4,5,3,453,12,Loyal
CUST-56196,28,5,17366.57,4,3,4,434,11,Loyal
CUST-56197,88,3,6019.89,2,2,2,222,6,At Risk
CUST-56198,34,3,3829.53,4,2,1,421,7,Potential
CUST-56199,164,4,15635.82,1,2,4,124,7,Potential
CUST-56200,42,7,23379.06,3,5,5,355,13,Champions
CUST-56201,78,9,27410.17,2,5,5,255,12,Loyal
CUST-56202,38,3,5139.1900000000005,4,2,2,422,8,Potential
CUST-56203,66,5,1211.04,3,3,1,331,7,Potential
CUST-56204,32,5,16784.57,4,3,4,434,11,Loyal
CUST-56205,59,5,2374.18,3,3,1,331,7,Potential
CUST-56206,146,6,3525.82,1,4,1,141,6,At Risk
CUST-56207,6,6,9924.650000000001,5,4,3,543,12,Loyal
CUST-56208,74,7,45165.51,2,5,5,255,12,Loyal
CUST-56209,100,3,13442.29,2,2,4,224,8,Potential
CUST-56210,39,9,11155.67,3,5,3,353,11,Loyal
CUST-56211,119,2,167.98,1,1,1,111,3,Lost
CUST-56212,5,3,7907.210000000001,5,2,3,523,10,Loyal
CUST-56213,322,1,621.04,1,1,1,111,3,Lost
CUST-56214,20,5,21341.16,4,3,5,435,12,Loyal
CUST-56215,86,6,14544.83,2,4,4,244,10,Loyal
CUST-56216,9,8,28261.33,5,5,5,555,15,Champions
CUST-56217,1,5,18934.56,5,3,4,534,12,Loyal
CUST-56218,3,4,1642.3400000000001,5,2,1,521,8,Potential
CUST-56219,12,3,4849.93,5,2,2,522,9,Potential
CUST-56220,134,4,3897.97,1,2,2,122,5,At Risk
CUST-56221,18,5,10576.73,4,3,3,433,10,Loyal
CUST-56222,96,7,15181.369999999999,2,5,4,254,11,Loyal
CUST-56223,121,4,6795.1900000000005,1,2,2,122,5,At Risk
CUST-56224,49,5,19735.239999999998,3,3,5,335,11,Loyal
CUST-56225,10,10,19013.489999999998,5,5,4,554,14,Champions
CUST-56226,33,9,25234.660000000003,4,5,5,455,14,Champions
CUST-56227,43,7,25529.07,3,5,5,355,13,Champions
CUST-56228,3,8,21691.28,5,5,5,555,15,Champions
CUST-56229,17,6,4148.18,5,4,2,542,11,Loyal
CUST-56230,20,5,5213.280000000001,4,3,2,432,9,Potential
CUST-56231,16,7,8034.68,5,5,3,553,13,Champions
CUST-56232,42,7,18090.71,3,5,4,354,12,Loyal
CUST-56233,40,8,39409.64,3,5,5,355,13,Champions
CUST-56234,365,1,2905.9,1,1,1,111,3,Lost
CUST-56235,30,5,7644.5199999999995,4,3,3,433,10,Loyal
CUST-56236,36,9,12591.83,4,5,4,454,13,Champions
CUST-56237,211,2,7673.43,1,1,3,113,5,At Risk
CUST-56238,3,4,1214.9,5,2,1,521,8,Potential
CUST-56239,216,4,6729.69,1,2,2,122,5,At Risk
CUST-56240,58,7,17853.16,3,5,4,354,12,Loyal
CUST-56241,302,4,17613.64,1,2,4,124,7,Potential
CUST-56242,6,6,10447.56,5,4,3,543,12,Loyal
CUST-56243,303,3,8206.49,1,2,3,123,6,At Risk
CUST-56244,11,7,20815.92,5,5,5,555,15,Champions
CUST-56245,161,3,5285.27,1,2,2,122,5,At Risk
CUST-56246,71,5,13906.470000000001,2,3,4,234,9,Potential
CUST-56247,175,5,8397.3,1,3,3,133,7,Potential
CUST-56248,81,6,20516.37,2,4,5,245,11,Loyal
CUST-56249,337,2,6601.580000000001,1,1,2,112,4,Lost
CUST-56250,129,4,25297.07,1,2,5,125,8,Potential
CUST-56251,2,5,12912.29,5,3,4,534,12,Loyal
CUST-56252,174,2,2801.48,1,1,1,111,3,Lost
CUST-56253,32,4,14105.6,4,2,4,424,10,Loyal
CUST-56254,116,6,12460.75,2,4,4,244,10,Loyal
CUST-56255,16,5,1537.67,5,3,1,531,9,Potential
CUST-56256,2,2,3889.08,5,1,2,512,8,Potential
CUST-56257,34,2,1770.7800000000002,4,1,1,411,6,At Risk
CUST-56258,25,5,8355.41,4,3,3,433,10,Loyal
CUST-56259,17,3,4185.01,5,2,2,522,9,Potential
CUST-56260,20,4,3569.42,4,2,1,421,7,Potential
CUST-56261,38,5,5818.73,4,3,2,432,9,Potential
CUST-56262,23,6,3730.2,4,4,1,441,9,Potential
CUST-56263,6,3,5902.509999999999,5,2,2,522,9,Potential
CUST-56264,34,11,19397.34,4,5,5,455,14,Champions
CUST-56265,107,6,28051.28,2,4,5,245,11,Loyal
CUST-56266,106,5,33778.5,2,3,5,235,10,Loyal
CUST-56267,23,5,14929.81,4,3,4,434,11,Loyal
CUST-56268,1,6,8526.34,5,4,3,543,12,Loyal
CUST-56269,5,6,6265.56,5,4,2,542,11,Loyal
CUST-56270,107,5,12186.119999999999,2,3,4,234,9,Potential
CUST-56271,33,4,3631.0,4,2,1,421,7,Potential
CUST-56272,71,5,12132.439999999999,2,3,4,234,9,Potential
CUST-56273,62,7,11787.53,3,5,3,353,11,Loyal
CUST-56274,3,6,9471.21,5,4,3,543,12,Loyal
CUST-56275,20,9,24166.56,4,5,5,455,14,Champions
CUST-56276,59,4,3820.34,3,2,1,321,6,At Risk
CUST-56277,71,8,5877.02,2,5,2,252,9,Potential
CUST-56278,27,4,859.19,4,2,1,421,7,Potential
CUST-56279,28,6,11384.07,4,4,3,443,11,Loyal
CUST-56280,1,5,5870.84,5,3,2,532,10,Loyal
CUST-56281,46,6,10372.8,3,4,3,343,10,Loyal
CUST-56282,45,4,2844.15,3,2,1,321,6,At Risk
CUST-56283,111,4,33958.24,2,2,5,225,9,Potential
CUST-56284,45,5,11510.75,3,3,3,333,9,Potential
CUST-56285,27,7,4223.36,4,5,2,452,11,Loyal
CUST-56286,48,3,1666.0100000000002,3,2,1,321,6,At Risk
CUST-56287,44,8,23961.58,3,5,5,355,13,Champions
CUST-56288,2,7,37717.91,5,5,5,555,15,Champions
CUST-56289,74,6,28075.41,2,4,5,245,11,Loyal
CUST-56290,62,4,10715.93,3,2,3,323,8,Potential
CUST-56291,133,8,48412.979999999996,1,5,5,155,11,Loyal
CUST-56292,4,4,5351.47,5,2,2,522,9,Potential
CUST-56293,54,3,9483.12,3,2,3,323,8,Potential
CUST-56294,5,7,7529.8,5,5,2,552,12,Loyal
CUST-56295,29,2,4206.4,4,1,2,412,7,Potential
CUST-56296,15,8,15939.15,5,5,4,554,14,Champions
CUST-56297,64,3,7763.01,3,2,3,323,8,Potential
CUST-56298,64,5,31209.579999999998,3,3,5,335,11,Loyal
CUST-56299,34,6,2191.89,4,4,1,441,9,Potential
CUST-56300,135,4,23099.579999999998,1,2,5,125,8,Potential
CUST-56301,11,6,14880.800000000001,5,4,4,544,13,Champions
CUST-56302,12,5,8349.29,5,3,3,533,11,Loyal
CUST-56303,13,3,961.0799999999999,5,2,1,521,8,Potential
CUST-56304,101,5,22626.989999999998,2,3,5,235,10,Loyal
CUST-56305,19,8,17408.47,4,5,4,454,13,Champions
CUST-56306,245,1,390.14,1,1,1,111,3,Lost
CUST-56307,223,2,20653.72,1,1,5,115,7,Potential
CUST-56308,2,6,11332.62,5,4,3,543,12,Loyal
CUST-56309,20,6,10079.93,4,4,3,443,11,Loyal
CUST-56310,207,7,11775.21,1,5,3,153,9,Potential
CUST-56311,93,3,19220.27,2,2,5,225,9,Potential
CUST-56312,51,3,3839.6,3,2,1,321,6,At Risk
CUST-56313,31,5,15916.38,4,3,4,434,11,Loyal
CUST-56314,12,9,52459.75,5,5,5,555,15,Champions
CUST-56315,58,5,30479.45,3,3,5,335,11,Loyal
CUST-56316,103,5,23518.98,2,3,5,235,10,Loyal
CUST-56317,69,3,8895.86,2,2,3,223,7,Potential
CUST-56318,30,4,4558.7,4,2,2,422,8,Potential
CUST-56319,114,6,17742.08,2,4,4,244,10,Loyal
CUST-56320,42,4,12516.92,3,2,4,324,9,Potential
CUST-56321,49,3,3736.5699999999997,3,2,1,321,6,At Risk
CUST-56322,73,7,7641.7699999999995,2,5,3,253,10,Loyal
CUST-56323,27,2,1220.48,4,1,1,411,6,At Risk
CUST-56324,110,5,11578.17,2,3,3,233,8,Potential
CUST-56325,167,3,1406.22,1,2,1,121,4,Lost
CUST-56326,20,1,806.22,4,1,1,411,6,At Risk
CUST-56327,24,3,17082.84,4,2,4,424,10,Loyal
CUST-56328,26,7,35684.34,4,5,5,455,14,Champions
CUST-56329,93,5,16206.349999999999,2,3,4,234,9,Potential
CUST-56330,1,7,7131.66,5,5,2,552,12,Loyal
CUST-56331,269,1,1110.48,1,1,1,111,3,Lost
CUST-56332,21,7,4880.73,4,5,2,452,11,Loyal
CUST-56333,23,8,36611.32,4,5,5,455,14,Champions
CUST-56334,127,2,5176.28,1,1,2,112,4,Lost
