product_id,product_name,product_category,brand,launch_date,price,cost,supplier_id,stock_quantity,rating,warranty_period,profit_margin,age_days,profit_segment
PROD-VL101,Classic Shirt Model 983,Apparel,Under Armour,2017-01-24,300.0,244.67,SUP00459,540,4.5,4,18.44,3214,Low
PROD-QU422,Ultra Tablet Series 609,Electronics,LG,2018-07-06,1639.01,1229.79,SUP00269,302,4.9,10,24.97,2686,Below Avg
PROD-PI235,Compact Toaster Pro 223,Home & Garden,Miracle-Gro,2020-12-28,148.61,96.89,SUP00251,686,4.1,16,34.8,1780,Below Avg
PROD-NZ411,Essential Coffee Maker Series 679,Home & Garden,Miracle-Gro,2019-07-30,467.62,348.98,SUP00478,231,3.4,18,25.37,2297,Below Avg
PROD-KS575,Casual Dress X 628,Apparel,Nike,2018-11-10,87.51,53.52,SUP00463,444,4.3,3,38.84,2559,Below Avg
PROD-IK897,Professional Mixer X 775,Home & Garden,Cuisinart,2022-08-06,152.31,107.53,SUP00223,132,4.0,20,29.4,1194,Below Avg
PROD-ZU910,Ultra Smartphone Max 641,Electronics,Sony,2021-02-28,521.38,424.21,SUP00047,250,4.0,29,18.64,1718,Low
PROD-HV781,Complete Business,Books,Wiley,2021-06-17,32.32,20.17,SUP00363,667,4.3,0,37.59,1609,Below Avg
PROD-NI882,Premium Headphones Pro 768,Electronics,Lenovo,2024-08-22,1882.35,1274.46,SUP00497,219,4.0,16,32.29,447,Below Avg
PROD-HG494,Practical Art,Books,Wiley,2021-06-21,45.39,29.94,SUP00167,377,3.1,0,34.04,1605,Below Avg
PROD-ZE950,Pro Camera Max 634,Electronics,LG,2022-06-27,464.45,303.36,SUP00210,374,3.7,11,34.68,1234,Below Avg
PROD-EL756,Professional Blender Edition 289,Home & Garden,Black+Decker,2024-08-17,154.56,119.62,SUP00358,580,3.7,20,22.61,452,Below Avg
PROD-XG227,Smart Smartphone X 450,Electronics,HP,2023-07-25,1374.6,858.29,SUP00380,127,4.2,15,37.56,841,Below Avg
PROD-CJ329,Practical Philosophy,Books,Macmillan,2024-05-13,14.98,10.15,SUP00161,203,4.8,0,32.24,548,Below Avg
PROD-OJ881,Sport Jeans Model 455,Apparel,H&M,2021-05-11,211.22,152.94,SUP00129,672,4.6,2,27.59,1646,Below Avg
PROD-FO882,4K Speaker Series 788,Electronics,Dell,2019-06-27,1106.72,730.96,SUP00291,501,4.2,30,33.95,2330,Below Avg
PROD-AF758,Wireless Smartphone Series 115,Electronics,Asus,2023-12-03,2000.0,1649.13,SUP00153,320,4.6,15,17.54,710,Low
PROD-VE416,Indoor Golf Club Edition 831,Sports,Columbia,2016-07-02,363.04,306.24,SUP00499,263,4.1,6,15.65,3420,Low
PROD-AP275,Digital Camera Model 319,Electronics,Apple,2020-06-17,1233.49,856.71,SUP00120,88,4.4,11,30.55,1974,Below Avg
PROD-OU578,Elite Basketball Pro 874,Sports,Yonex,2017-01-22,610.59,400.75,SUP00410,292,4.4,12,34.37,3216,Below Avg
PROD-MD179,Smart Tablet Plus 585,Electronics,Nikon,2015-03-07,1048.93,857.74,SUP00451,407,4.3,35,18.23,3903,Low
PROD-OO765,Casual Shirt Series 257,Apparel,H&M,2017-10-15,88.27,62.09,SUP00434,706,4.0,0,29.66,2950,Below Avg
PROD-SH675,Practical Self-Help,Books,Simon & Schuster,2018-08-12,39.96,28.65,SUP00473,158,4.8,0,28.3,2649,Below Avg
PROD-CI551,Essential Heater Model 398,Home & Garden,OXO,2023-02-12,109.54,75.52,SUP00480,371,4.9,6,31.06,1004,Below Avg
PROD-YT423,Pro Smartphone Plus 101,Electronics,Nikon,2021-04-14,2000.0,1690.98,SUP00091,117,4.8,8,15.45,1673,Low
PROD-ED962,Classic Shirt Series 407,Apparel,Zara,2017-10-07,300.0,233.19,SUP00282,916,3.7,1,22.27,2958,Below Avg
PROD-BZ878,Modern Sofa Elite 356,Furniture,La-Z-Boy,2016-06-02,1971.82,1571.9,SUP00296,369,4.9,19,20.28,3450,Below Avg
PROD-GH854,Performance Dumbbell Set Edition 169,Sports,Wilson,2020-06-05,397.27,327.14,SUP00241,157,4.3,5,17.65,1986,Low
PROD-UD435,Compact Heater Model 218,Home & Garden,OXO,2017-01-30,149.18,114.93,SUP00327,486,4.6,9,22.96,3208,Below Avg
PROD-UX560,Professional Toaster Series 520,Home & Garden,Philips,2018-07-05,192.31,130.49,SUP00396,1774,4.4,6,32.15,2687,Below Avg
PROD-JN424,Comfort Shoes Max 604,Apparel,Gap,2018-09-04,70.97,52.3,SUP00095,35,3.6,2,26.31,2626,Below Avg
PROD-JY113,Deluxe Lawn Mower Elite 638,Home & Garden,Black+Decker,2024-07-12,320.75,238.32,SUP00127,537,4.0,21,25.7,488,Below Avg
PROD-RU867,HD Monitor X 440,Electronics,Sony,2020-07-12,620.15,438.25,SUP00426,73,3.8,14,29.33,1949,Below Avg
PROD-SR410,Contemporary Ottoman Plus 757,Furniture,West Elm,2015-06-16,1144.7,817.75,SUP00112,156,4.2,16,28.56,3802,Below Avg
PROD-CK883,Classic Table Edition 112,Furniture,Crate & Barrel,2016-01-24,1295.43,934.12,SUP00180,234,3.1,19,27.89,3580,Below Avg
PROD-FY565,Premium Coffee Maker Model 858,Home & Garden,Philips,2016-12-19,309.09,199.04,SUP00410,1409,4.2,7,35.6,3250,Below Avg
PROD-FG453,Premium Printer Plus 473,Electronics,Samsung,2023-12-15,2000.0,1577.83,SUP00487,303,3.7,17,21.11,698,Below Avg
PROD-JH571,Wireless TV Plus 193,Electronics,Sony,2023-06-18,606.94,379.76,SUP00396,665,3.5,36,37.43,878,Below Avg
PROD-EJ641,Complete Business,Books,Pearson,2021-01-23,35.41,21.93,SUP00247,665,3.5,0,38.07,1754,Below Avg
PROD-EG579,Premium TV Series 803,Electronics,Lenovo,2018-12-10,1866.81,1323.6,SUP00184,1101,4.3,26,29.1,2529,Below Avg
PROD-PZ934,Regular Dress Plus 869,Apparel,Puma,2020-04-05,257.97,215.1,SUP00369,318,4.2,2,16.62,2047,Low
PROD-QJ663,Training Gloves Elite 274,Sports,Spalding,2024-07-07,436.5,300.13,SUP00217,759,3.9,11,31.24,493,Below Avg
PROD-OL642,Modern Bookshelf Model 845,Furniture,IKEA,2021-12-04,1580.74,1160.56,SUP00280,17,4.4,31,26.58,1439,Below Avg
PROD-MR237,Ultra Printer Pro 572,Electronics,LG,2018-08-05,1373.22,1052.62,SUP00384,530,4.5,22,23.35,2656,Below Avg
PROD-LK258,Compact Sofa Max 208,Furniture,Crate & Barrel,2019-09-08,2926.31,1946.99,SUP00150,332,4.3,25,33.47,2257,Below Avg
PROD-PT264,Pro Treadmill Plus 250,Sports,Yonex,2021-09-24,306.83,206.81,SUP00109,574,4.5,7,32.6,1510,Below Avg
PROD-BZ687,Essential Self-Help,Books,Simon & Schuster,2016-12-09,26.8,22.44,SUP00071,1290,3.3,0,16.27,3260,Low
PROD-PX613,Essential Blender Series 763,Home & Garden,Miracle-Gro,2016-09-14,248.1,200.11,SUP00164,163,3.8,18,19.34,3346,Low
PROD-CD550,Comfort Shoes Model 399,Apparel,Under Armour,2022-01-20,135.69,110.61,SUP00294,1011,4.8,2,18.48,1392,Low
PROD-EH346,Outdoor Gloves X 985,Sports,Adidas,2018-09-24,800.0,635.66,SUP00022,640,3.8,9,20.54,2606,Below Avg
PROD-SR719,Indoor Yoga Mat X 170,Sports,Adidas,2020-04-12,800.0,646.54,SUP00103,135,3.7,10,19.18,2040,Low
PROD-KG958,Premium TV Max 490,Electronics,HP,2023-10-15,822.7,616.41,SUP00377,226,4.3,9,25.07,759,Below Avg
PROD-ZN236,Sport Shirt Plus 413,Apparel,Puma,2022-04-09,106.28,77.71,SUP00025,179,4.7,3,26.88,1313,Below Avg
PROD-PC152,Pro Smartphone Max 738,Electronics,Apple,2024-10-20,985.98,758.77,SUP00252,169,3.0,28,23.04,388,Below Avg
PROD-UG779,Premium Router X 461,Electronics,LG,2016-11-20,1913.39,1172.07,SUP00462,1013,4.1,35,38.74,3279,Below Avg
PROD-BE261,Slim Fit Dress Max 418,Apparel,Forever 21,2015-06-05,132.33,108.01,SUP00490,434,4.8,3,18.38,3813,Low
PROD-YR475,Digital Router Model 913,Electronics,Lenovo,2023-09-16,1759.12,1247.46,SUP00157,90,4.0,34,29.09,788,Below Avg
PROD-JR915,Performance Dumbbell Set Max 397,Sports,Spalding,2022-01-30,541.16,457.56,SUP00008,585,4.6,9,15.45,1382,Low
PROD-MA276,Competition Basketball X 575,Sports,Spalding,2023-11-18,415.48,300.79,SUP00181,236,3.2,12,27.6,725,Below Avg
PROD-HJ401,The Technology,Books,Penguin,2016-12-28,18.74,14.53,SUP00030,117,3.6,0,22.47,3241,Below Avg
PROD-KS373,Ultra Laptop Edition 585,Electronics,LG,2017-12-13,839.96,533.89,SUP00043,562,3.1,34,36.44,2891,Below Avg
PROD-KS525,Modern Table Max 261,Furniture,IKEA,2021-11-17,1764.46,1240.57,SUP00130,189,4.5,30,29.69,1456,Below Avg
PROD-UH149,Pro Router Series 525,Electronics,Lenovo,2022-11-26,788.24,565.67,SUP00260,393,4.5,28,28.24,1082,Below Avg
PROD-TS650,Rustic Chair Model 803,Furniture,Pottery Barn,2022-07-04,1134.47,699.67,SUP00050,262,3.7,57,38.33,1227,Below Avg
PROD-BG360,4K Printer Model 958,Electronics,LG,2021-12-31,995.94,628.13,SUP00407,356,3.8,8,36.93,1412,Below Avg
PROD-QE286,Regular Jacket Pro 316,Apparel,Puma,2021-08-29,134.22,99.39,SUP00468,475,4.4,6,25.95,1536,Below Avg
PROD-LG177,Slim Fit Sneakers Max 316,Apparel,Under Armour,2016-07-13,161.24,110.95,SUP00395,295,3.9,5,31.19,3409,Below Avg
PROD-LT981,Casual Shirt Elite 961,Apparel,H&M,2016-09-10,101.19,82.46,SUP00026,124,4.8,2,18.51,3350,Low
PROD-XH792,Ultra Monitor Edition 777,Electronics,Nikon,2016-10-24,2000.0,1258.59,SUP00449,535,4.4,10,37.07,3306,Below Avg
PROD-CU632,Premium Headphones Edition 655,Electronics,Apple,2018-04-27,743.33,487.2,SUP00419,217,4.5,11,34.46,2756,Below Avg
PROD-OX783,HD Camera Elite 377,Electronics,Canon,2016-06-01,1086.07,714.45,SUP00120,287,4.1,13,34.22,3451,Below Avg
PROD-UE242,Pro Dumbbell Set Elite 597,Sports,Adidas,2024-11-10,345.08,210.96,SUP00066,451,3.0,11,38.87,367,Below Avg
PROD-LR368,A Guide to Science,Books,Cambridge,2022-11-28,56.45,39.43,SUP00331,1039,4.8,0,30.15,1080,Below Avg
PROD-JI327,Pro Yoga Mat Series 820,Sports,Callaway,2022-08-08,295.35,203.65,SUP00274,257,4.3,11,31.05,1192,Below Avg
PROD-CI259,Deluxe Mixer Max 475,Home & Garden,OXO,2018-07-31,143.32,115.84,SUP00052,192,4.4,18,19.17,2661,Low
PROD-QQ491,Premium Laptop Edition 860,Electronics,LG,2016-05-15,1273.48,910.1,SUP00474,272,4.6,27,28.53,3468,Below Avg
PROD-NU413,Luxury Ottoman Max 152,Furniture,La-Z-Boy,2022-09-14,947.39,634.49,SUP00383,760,3.9,39,33.03,1155,Below Avg
PROD-YM742,Pro Router Pro 191,Electronics,Samsung,2017-12-26,960.7,608.42,SUP00043,253,4.6,20,36.67,2878,Below Avg
PROD-KL247,Classic Bed Series 844,Furniture,Ethan Allen,2022-10-12,2778.1,2125.94,SUP00201,326,4.6,45,23.48,1127,Below Avg
PROD-VX471,Training Helmet X 728,Sports,TaylorMade,2018-01-19,701.65,547.23,SUP00166,216,4.4,4,22.01,2854,Below Avg
PROD-ID363,Pro TV Elite 493,Electronics,Lenovo,2020-12-27,1031.69,783.87,SUP00318,813,4.9,29,24.02,1781,Below Avg
PROD-CL375,Mastering Fiction,Books,Macmillan,2024-01-18,17.87,14.08,SUP00037,251,4.0,0,21.21,664,Below Avg
PROD-EP407,Classic Boots Edition 114,Apparel,Puma,2015-05-26,191.2,162.41,SUP00337,931,4.9,2,15.06,3823,Low
PROD-OV404,Smart TV Elite 530,Electronics,Apple,2021-10-25,1582.55,949.61,SUP00326,424,4.8,28,39.99,1479,Below Avg
PROD-KY317,Classic Ottoman Edition 828,Furniture,Wayfair,2018-12-19,1507.3,1072.64,SUP00114,644,4.1,60,28.84,2520,Below Avg
PROD-CD365,Training Golf Club Model 612,Sports,TaylorMade,2020-03-29,800.0,636.25,SUP00473,757,3.0,3,20.47,2054,Below Avg
PROD-JF543,Premium Sneakers Series 830,Apparel,Puma,2017-12-29,200.46,136.26,SUP00308,250,4.9,0,32.03,2875,Below Avg
PROD-ZN412,4K Router Max 231,Electronics,Canon,2019-07-19,2000.0,1581.2,SUP00231,124,4.7,10,20.94,2308,Below Avg
PROD-EA726,Professional Vacuum Plus 802,Home & Garden,Rubbermaid,2023-05-06,422.51,283.23,SUP00088,892,3.1,16,32.96,921,Below Avg
PROD-PF452,Deluxe Vacuum Edition 516,Home & Garden,Philips,2021-03-18,224.13,162.67,SUP00277,712,4.5,17,27.42,1700,Below Avg
PROD-EJ893,Smart Laptop Pro 903,Electronics,Canon,2022-03-06,2000.0,1684.55,SUP00205,257,5.0,6,15.77,1347,Low
PROD-FO308,Comfort Sweater Elite 621,Apparel,Forever 21,2022-02-11,300.0,219.44,SUP00478,189,3.7,5,26.85,1370,Below Avg
PROD-ZM453,HD Smartphone Pro 850,Electronics,Dell,2022-07-26,2000.0,1622.42,SUP00207,883,4.3,27,18.88,1205,Low
PROD-BO115,Deluxe Blender Max 494,Home & Garden,Black+Decker,2019-03-01,500.0,409.06,SUP00322,302,4.4,9,18.19,2448,Low
PROD-WQ739,Modern Ottoman Series 582,Furniture,Ethan Allen,2017-08-06,1131.75,885.88,SUP00469,565,4.0,33,21.72,3020,Below Avg
PROD-AE953,All-Weather Bicycle Model 655,Sports,Yonex,2019-01-05,465.57,297.48,SUP00056,81,4.1,5,36.1,2503,Below Avg
PROD-BC666,Eco Heater Elite 848,Home & Garden,OXO,2022-04-15,88.65,62.29,SUP00324,711,4.5,12,29.73,1307,Below Avg
PROD-JL554,Premium Dress Model 761,Apparel,Adidas,2015-03-18,233.06,150.02,SUP00087,478,4.1,0,35.63,3892,Below Avg
PROD-RK210,Classic Shoes Model 453,Apparel,Uniqlo,2023-07-04,76.48,58.19,SUP00025,212,2.9,3,23.91,862,Below Avg
PROD-YZ847,Slim Fit Shirt Max 628,Apparel,Uniqlo,2024-11-22,300.0,229.21,SUP00044,738,3.2,3,23.6,355,Below Avg
PROD-ID563,Premium Tablet Elite 822,Electronics,Apple,2024-04-02,1314.45,794.59,SUP00441,535,4.0,18,39.55,589,Below Avg
PROD-TF573,Introduction to Fiction,Books,Penguin,2023-09-28,34.74,26.03,SUP00453,142,3.2,0,25.07,776,Below Avg
PROD-KM828,Deluxe Vacuum Max 659,Home & Garden,OXO,2023-01-11,346.98,216.0,SUP00334,964,4.1,11,37.75,1036,Below Avg
PROD-DY886,Premium Vacuum Max 384,Home & Garden,KitchenAid,2024-08-18,214.81,159.66,SUP00088,700,4.0,14,25.67,451,Below Avg
PROD-SA416,Compact Mixer Pro 987,Home & Garden,Scotts,2024-07-30,416.91,325.04,SUP00212,991,3.5,19,22.04,470,Below Avg
PROD-PN812,Premium Jeans Elite 693,Apparel,H&M,2019-10-06,129.26,109.15,SUP00311,1510,4.7,6,15.56,2229,Low
PROD-BW341,Formal T-Shirt Max 278,Apparel,Puma,2017-08-30,142.61,96.49,SUP00464,186,4.5,5,32.34,2996,Below Avg
PROD-YS575,Executive Bookshelf Pro 147,Furniture,IKEA,2017-11-22,3000.0,2325.03,SUP00242,189,4.0,37,22.5,2912,Below Avg
PROD-TS463,Professional Mixer Series 494,Home & Garden,Miracle-Gro,2016-06-21,296.1,248.43,SUP00175,31,4.6,12,16.1,3431,Low
PROD-XU573,Slim Fit Sweater Pro 753,Apparel,Nike,2022-10-09,164.97,131.32,SUP00068,272,4.2,4,20.4,1130,Below Avg
PROD-HR168,Classic Bed Pro 442,Furniture,West Elm,2019-04-21,1489.15,1190.8,SUP00144,226,3.1,57,20.03,2397,Below Avg
PROD-UT872,Professional Lawn Mower X 616,Home & Garden,Rubbermaid,2017-11-10,254.85,197.45,SUP00051,160,2.6,22,22.52,2924,Below Avg
PROD-XL787,Sport Shirt Series 872,Apparel,Levi's,2024-07-26,300.0,219.53,SUP00109,705,4.3,6,26.82,474,Below Avg
PROD-QD162,All-Weather Helmet Model 398,Sports,Wilson,2022-11-14,153.28,101.03,SUP00367,401,3.6,8,34.09,1094,Below Avg
PROD-OP761,Ultra Camera Pro 732,Electronics,Lenovo,2022-01-28,1179.21,736.34,SUP00006,48,3.5,29,37.56,1384,Below Avg
PROD-HJ678,Elite Helmet Pro 215,Sports,The North Face,2023-04-17,217.28,175.46,SUP00119,157,3.4,6,19.25,940,Low
PROD-KN187,HD Router Elite 925,Electronics,Nikon,2024-03-23,1338.11,1022.61,SUP00276,188,4.8,33,23.58,599,Below Avg
PROD-HP582,Eco Trimmer Series 186,Home & Garden,Bosch,2020-03-24,329.46,218.94,SUP00241,77,4.1,11,33.55,2059,Below Avg
PROD-GV332,Luxury Ottoman Edition 266,Furniture,La-Z-Boy,2022-06-01,979.01,651.7,SUP00159,762,3.7,43,33.43,1260,Below Avg
PROD-UA515,Ultra Headphones Edition 923,Electronics,Canon,2024-09-24,1158.19,911.74,SUP00160,424,3.7,21,21.28,414,Below Avg
PROD-KQ848,Introduction to Science,Books,Penguin,2022-07-30,34.98,22.74,SUP00306,587,3.1,0,34.99,1201,Below Avg
PROD-ZZ856,Luxury Chair X 686,Furniture,Crate & Barrel,2015-10-06,2023.47,1515.27,SUP00100,885,3.9,38,25.12,3690,Below Avg
PROD-CA712,Executive Dresser Plus 910,Furniture,Rooms To Go,2016-08-08,2057.34,1402.24,SUP00086,237,2.3,13,31.84,3383,Below Avg
PROD-NM566,Mastering Business,Books,Wiley,2020-05-24,9.78,7.53,SUP00309,417,3.3,0,23.01,1998,Below Avg
PROD-IK901,Smart Iron Model 697,Home & Garden,KitchenAid,2020-07-10,402.24,252.15,SUP00420,679,3.5,13,37.31,1951,Below Avg
PROD-JN244,Premium Speaker X 601,Electronics,Apple,2016-11-25,436.65,343.2,SUP00279,920,3.6,10,21.4,3274,Below Avg
PROD-QL938,Casual T-Shirt Plus 152,Apparel,Gap,2016-02-19,99.7,67.69,SUP00208,676,4.8,3,32.11,3554,Below Avg
PROD-HZ134,All-Weather Helmet Series 698,Sports,TaylorMade,2018-02-05,642.31,516.34,SUP00231,199,3.6,6,19.61,2837,Low
PROD-SK269,Performance Basketball Pro 217,Sports,Callaway,2015-02-26,800.0,672.49,SUP00250,380,2.7,11,15.94,3912,Low
PROD-PZ232,HD Printer Max 987,Electronics,Lenovo,2016-08-10,888.51,560.67,SUP00484,39,3.9,17,36.9,3381,Below Avg
PROD-OA217,Executive Table Plus 393,Furniture,Havertys,2015-05-16,1844.88,1324.81,SUP00349,459,4.1,19,28.19,3833,Below Avg
PROD-PL275,4K Router Model 475,Electronics,Lenovo,2022-04-10,1871.21,1297.95,SUP00195,173,4.4,28,30.64,1312,Below Avg
PROD-IH248,Pro Smartphone Series 679,Electronics,Lenovo,2022-08-28,631.11,510.99,SUP00282,376,2.9,32,19.03,1172,Low
PROD-ZP583,Complete Business,Books,Pearson,2016-07-09,25.09,20.57,SUP00084,742,4.8,0,18.02,3413,Low
PROD-QI459,Deluxe Lawn Mower Pro 731,Home & Garden,Bosch,2024-11-03,212.01,151.69,SUP00183,453,3.5,17,28.45,374,Below Avg
PROD-IM397,4K Monitor Max 614,Electronics,Lenovo,2016-02-21,731.21,507.29,SUP00166,117,4.3,18,30.62,3552,Below Avg
PROD-EP619,Comfort Shoes Edition 567,Apparel,Levi's,2020-06-17,300.0,254.83,SUP00481,285,4.3,5,15.06,1974,Low
PROD-WP669,Compact Coffee Maker Model 639,Home & Garden,OXO,2023-07-13,259.45,202.62,SUP00065,280,4.6,6,21.9,853,Below Avg
PROD-KR502,Introduction to Cooking,Books,Pearson,2021-03-06,12.48,7.85,SUP00030,189,3.7,0,37.1,1712,Below Avg
PROD-RH193,Wireless Speaker X 938,Electronics,Asus,2015-11-03,955.55,663.38,SUP00116,765,4.2,14,30.58,3662,Below Avg
PROD-RC883,Ultra TV X 262,Electronics,Sony,2015-01-19,1301.17,1036.99,SUP00299,155,3.2,31,20.3,3950,Below Avg
PROD-YL940,4K Laptop Model 601,Electronics,Asus,2018-12-17,585.09,478.61,SUP00271,214,3.9,24,18.2,2522,Low
PROD-EB756,Modern Dresser Edition 257,Furniture,La-Z-Boy,2022-05-31,3000.0,1839.66,SUP00145,358,3.9,40,38.68,1261,Below Avg
PROD-XP133,Modern Bed X 196,Furniture,Wayfair,2022-11-03,715.59,438.62,SUP00188,431,4.3,41,38.71,1105,Below Avg
PROD-AV105,Ultra Printer Series 290,Electronics,Apple,2023-12-11,845.0,594.27,SUP00256,159,4.1,16,29.67,702,Below Avg
PROD-BH695,Compact Table Model 252,Furniture,Pottery Barn,2015-09-12,656.45,432.62,SUP00041,546,3.6,58,34.1,3714,Below Avg
PROD-RQ426,Comfort Shirt Series 443,Apparel,Forever 21,2016-08-06,156.23,96.04,SUP00311,472,2.9,0,38.53,3385,Below Avg
PROD-PM658,Wireless Camera Max 692,Electronics,Dell,2018-08-01,533.0,365.25,SUP00440,548,4.7,31,31.47,2660,Below Avg
PROD-NM561,Digital Printer Elite 862,Electronics,Dell,2021-11-08,1535.45,1026.71,SUP00248,516,3.3,18,33.13,1465,Below Avg
PROD-RH612,Premium TV Edition 186,Electronics,LG,2021-03-08,599.11,434.24,SUP00076,616,3.7,24,27.52,1710,Below Avg
PROD-KA537,Casual Sneakers Plus 723,Apparel,Adidas,2023-07-01,121.48,73.78,SUP00381,467,3.9,2,39.27,865,Below Avg
PROD-OG600,Executive Table Max 308,Furniture,Rooms To Go,2019-07-16,2146.39,1417.4,SUP00468,248,4.9,43,33.96,2311,Below Avg
PROD-CH530,Premium Smartphone Edition 324,Electronics,LG,2023-02-13,1356.02,825.7,SUP00482,196,3.1,12,39.11,1003,Below Avg
PROD-OF438,Performance Bicycle Series 385,Sports,Columbia,2018-01-25,329.81,220.22,SUP00035,269,3.8,8,33.23,2848,Below Avg
PROD-VM234,Vintage Bench Plus 862,Furniture,La-Z-Boy,2017-11-17,1635.18,1281.08,SUP00241,342,4.2,34,21.66,2917,Below Avg
PROD-FX644,All-Weather Helmet X 291,Sports,Adidas,2022-12-31,311.42,201.95,SUP00182,344,3.8,3,35.15,1047,Below Avg
PROD-BT464,Premium Sneakers X 915,Apparel,Uniqlo,2024-07-25,82.9,62.88,SUP00490,11,3.3,1,24.15,475,Below Avg
PROD-YP213,Indoor Dumbbell Set Elite 415,Sports,The North Face,2021-08-18,271.3,228.6,SUP00371,391,3.6,9,15.74,1547,Low
PROD-JN266,Training Tennis Racket X 594,Sports,Nike,2015-03-20,535.37,403.34,SUP00080,729,3.9,9,24.66,3890,Below Avg
PROD-US832,Luxury Bookshelf Pro 115,Furniture,Rooms To Go,2021-06-16,3000.0,2151.63,SUP00030,636,4.0,44,28.28,1610,Below Avg
PROD-HU413,Compact Iron Max 630,Home & Garden,Bosch,2024-05-20,101.19,79.76,SUP00137,610,3.6,10,21.18,541,Below Avg
PROD-KO230,Smart Laptop Plus 441,Electronics,Nikon,2024-05-19,1081.14,656.22,SUP00268,228,4.1,10,39.3,542,Below Avg
PROD-FE566,Performance Gloves Elite 625,Sports,TaylorMade,2024-07-07,283.47,223.99,SUP00066,471,4.0,3,20.98,493,Below Avg
PROD-PI117,Eco Lawn Mower Pro 938,Home & Garden,Bosch,2023-05-06,380.79,243.44,SUP00365,655,4.4,21,36.07,921,Below Avg
PROD-TP401,Smart Laptop Plus 631,Electronics,Asus,2023-01-08,1288.89,824.26,SUP00085,549,3.7,25,36.05,1039,Below Avg
PROD-VF187,Premium Pants Elite 988,Apparel,Gap,2023-12-04,300.0,206.25,SUP00327,115,4.2,4,31.25,709,Below Avg
PROD-UN425,Complete Philosophy,Books,HarperCollins,2015-08-11,13.41,10.27,SUP00472,415,3.3,0,23.42,3746,Below Avg
PROD-XT918,Pro Smartphone Plus 158,Electronics,Nikon,2022-04-09,683.04,438.75,SUP00364,374,4.4,17,35.77,1313,Below Avg
PROD-YM821,Regular Shoes Elite 940,Apparel,Nike,2021-10-07,288.64,184.4,SUP00181,419,4.3,6,36.11,1497,Below Avg
PROD-CS756,All-Weather Helmet Model 937,Sports,TaylorMade,2015-05-27,627.39,517.02,SUP00169,296,3.9,11,17.59,3822,Low
PROD-MD719,Sport Sweater Pro 146,Apparel,Forever 21,2023-09-13,176.95,141.06,SUP00145,153,4.2,5,20.28,791,Below Avg
PROD-MT410,Smart Smartphone Pro 537,Electronics,Canon,2019-07-30,2000.0,1265.59,SUP00041,476,4.1,11,36.72,2297,Below Avg
PROD-QY801,Classic Desk X 223,Furniture,Wayfair,2022-09-21,3000.0,1947.84,SUP00214,219,3.4,30,35.07,1148,Below Avg
PROD-LS714,Premium Headphones Elite 924,Electronics,Dell,2019-06-30,549.01,378.59,SUP00204,685,3.7,6,31.04,2327,Below Avg
PROD-UJ579,Practical Cooking,Books,Pearson,2017-12-02,8.64,5.91,SUP00221,1111,2.6,0,31.6,2902,Below Avg
PROD-AF994,Premium Fan Max 194,Home & Garden,Bosch,2019-11-21,154.78,96.75,SUP00249,309,3.2,22,37.49,2183,Below Avg
PROD-WD352,Vintage Bench Model 728,Furniture,West Elm,2024-09-13,1836.02,1188.24,SUP00462,624,4.4,53,35.28,425,Below Avg
PROD-LQ295,Casual Sneakers Edition 782,Apparel,Zara,2016-06-21,254.41,188.2,SUP00345,406,4.0,0,26.02,3431,Below Avg
PROD-QX835,Smart Toaster Series 678,Home & Garden,Miracle-Gro,2023-03-19,452.78,286.15,SUP00233,122,3.9,9,36.8,969,Below Avg
PROD-AY630,Premium Sweater Max 578,Apparel,Forever 21,2021-04-13,114.63,91.24,SUP00459,427,3.9,4,20.4,1674,Below Avg
PROD-DR746,Premium Router Elite 701,Electronics,HP,2016-06-11,684.82,541.19,SUP00283,351,3.3,9,20.97,3441,Below Avg
PROD-WV944,Slim Fit Jacket Pro 512,Apparel,Nike,2019-06-20,125.81,84.92,SUP00204,252,3.3,0,32.5,2337,Below Avg
PROD-WR181,Digital Laptop Elite 329,Electronics,Sony,2021-06-16,1254.5,755.32,SUP00389,314,4.3,24,39.79,1610,Below Avg
PROD-CV268,Outdoor Football Series 809,Sports,Decathlon,2015-03-15,623.12,448.86,SUP00276,669,4.4,10,27.97,3895,Below Avg
PROD-UN170,A Guide to Fiction,Books,Wiley,2018-08-16,21.52,14.12,SUP00014,722,4.6,0,34.39,2645,Below Avg
PROD-PI344,Pro Speaker Model 975,Electronics,Nikon,2019-05-07,1930.73,1573.58,SUP00366,644,3.5,24,18.5,2381,Low
PROD-WL797,Advanced Philosophy,Books,HarperCollins,2020-12-01,14.91,10.68,SUP00151,240,4.0,0,28.37,1807,Below Avg
PROD-UG294,Luxury Bed Edition 405,Furniture,Crate & Barrel,2019-01-02,1801.01,1445.6,SUP00488,76,4.3,38,19.73,2506,Low
PROD-DN403,Digital Tablet Series 820,Electronics,Lenovo,2024-03-12,709.43,588.39,SUP00205,571,3.3,20,17.06,610,Low
PROD-GB248,Vintage Table Series 233,Furniture,Ashley,2023-09-19,1208.44,838.89,SUP00375,603,2.9,17,30.58,785,Below Avg
PROD-HK538,Ultra Speaker Edition 118,Electronics,Lenovo,2024-02-27,1815.8,1178.49,SUP00248,304,3.9,35,35.1,624,Below Avg
PROD-TT121,Digital TV Series 837,Electronics,Lenovo,2020-01-15,434.1,277.58,SUP00307,208,4.0,10,36.06,2128,Below Avg
