date,region,total_sales,active_users,new_customers,marketing_spend,website_traffic,conversion_rate,customer_satisfaction
2024-01-02,East,66506.61,2815,150,2980.95,12930,0.0251,0.9654
2024-01-02,North,57237.69,2836,264,11040.92,30715,0.0272,0.9478
2024-01-02,South,58419.93,3057,128,4658.81,13921,0.0316,0.925
2024-01-02,West,67642.6,1413,84,4370.67,20492,0.0314,0.9727
2024-01-03,East,39103.4,2142,123,7111.95,13813,0.0291,0.9409
2024-01-03,North,56042.89,3523,171,3504.58,25391,0.026,0.9509
2024-01-03,South,78586.61,2671,116,6025.0,25701,0.0239,0.9362
2024-01-03,West,35478.68,1624,126,4804.83,17430,0.022,0.93
2024-01-04,East,114114.42,3574,107,4272.46,18297,0.028,0.9297
2024-01-04,North,48084.92,1585,248,5381.87,17548,0.0292,0.9558
2024-01-04,South,40042.94,1806,89,4817.55,12996,0.0327,0.9303
2024-01-04,West,49292.95,1545,182,6781.39,12487,0.0266,0.9249
2024-01-05,East,138489.59,2494,95,5556.42,20451,0.031,0.9518
2024-01-05,North,79892.39,1826,154,3381.88,18424,0.0346,0.9302
2024-01-05,South,65605.98,2303,206,5469.47,25752,0.0292,0.9179
2024-01-05,West,47480.92,1441,261,3891.34,12474,0.0253,0.9541
2024-01-06,East,38754.1,2635,84,2766.575,11239,0.0263,0.9578
2024-01-06,North,54760.22,1845,111,3475.626,12799,0.0281,0.9466
2024-01-06,South,37942.91,1533,72,2291.807,11076,0.0285,0.9647
2024-01-06,West,54269.97,1233,71,4306.638,16336,0.0232,0.9517
2024-01-07,East,40490.83,1936,42,5946.626,11397,0.0324,0.9248
2024-01-07,North,54171.83,1423,97,4206.4890000000005,6813,0.0353,0.9207
2024-01-07,South,60448.48,1680,55,2831.304,13812,0.0333,0.9298
2024-01-07,West,42649.85,1796,47,1999.83,6981,0.034,0.8645
2024-01-08,East,76633.0,2538,182,4048.64,14935,0.0322,0.9668
2024-01-08,North,63951.16,2888,101,2530.6,15779,0.0316,0.9305
2024-01-08,South,52281.6,3495,136,4470.7,13998,0.0162,0.9759
2024-01-08,West,56707.72,1348,97,7796.93,15452,0.0257,0.9326
2024-01-09,East,40051.64,2108,196,4235.96,16899,0.0198,0.942
2024-01-09,North,61094.41,3300,109,4067.37,14892,0.029,0.9392
2024-01-09,South,119401.63,1450,91,3949.0,25159,0.0272,0.9315
2024-01-09,West,36797.37,1684,101,7898.61,13172,0.0327,0.9793
2024-01-10,East,33539.36,2884,111,2502.23,13405,0.0323,0.9636
2024-01-10,North,79126.36,3085,147,2884.1,14480,0.0234,0.9056
2024-01-10,South,71263.4,2064,309,4373.71,23386,0.0217,0.9292
2024-01-10,West,50836.92,1724,119,3464.19,10636,0.036,0.9124
2024-01-11,East,82323.55,2983,57,2321.15,12599,0.0349,0.9476
2024-01-11,North,54319.42,2526,186,4318.84,17996,0.0336,0.9173
2024-01-11,South,111617.8,2224,142,3573.11,8916,0.0326,0.9749
2024-01-11,West,75493.31,1910,120,4895.97,22207,0.0332,0.9593
2024-01-12,East,65362.71,2355,126,2862.6,15388,0.0348,0.9453
2024-01-12,North,93800.82,3191,117,5318.35,19804,0.0314,0.932
2024-01-12,South,57604.48,2851,104,3455.73,18561,0.0341,0.9461
2024-01-12,West,44493.22,1879,111,3797.87,10509,0.0222,0.9604
2024-01-13,East,67093.98,1937,128,3876.117,8710,0.0312,0.9348
2024-01-13,North,48991.78,2066,65,2219.035,11977,0.0273,0.9354
2024-01-13,South,72298.24,1816,90,4575.276999999999,6164,0.0369,0.9655
2024-01-13,West,39375.23,995,240,3586.9679999999994,13825,0.0271,0.9505
2024-01-14,East,62992.78,2217,117,2599.016,9978,0.0219,0.9377
2024-01-14,North,61464.99,1778,69,2351.013,7681,0.0276,0.9635
2024-01-14,South,42421.9,1830,130,1976.1,7378,0.0229,0.9733
2024-01-14,West,32152.59,1424,39,5143.264,9065,0.0288,0.9183
2024-01-15,East,72847.06,2468,134,2508.51,10536,0.0317,0.9699
2024-01-15,North,67776.3,3175,324,10456.38,36103,0.0125,0.9032
2024-01-15,South,41071.74,1537,91,3251.43,15632,0.0327,0.9345
2024-01-15,West,50865.51,1615,74,2814.57,25867,0.0142,0.9459
2024-01-16,East,81766.01,2765,143,5659.35,10722,0.0304,0.9579
2024-01-16,North,160937.93,3488,163,2545.71,11411,0.0294,0.9318
2024-01-16,South,83597.54,1610,136,3635.35,10745,0.0273,0.9527
2024-01-16,West,46452.57,3452,80,4510.41,11829,0.0108,0.9684
2024-01-17,East,109681.88,3190,83,3342.79,13501,0.0345,0.9611
2024-01-17,North,109133.82,2788,236,4824.75,19227,0.0245,0.9676
2024-01-17,South,57254.19,3140,106,4101.4,19454,0.0226,0.9667
2024-01-17,West,77452.13,1667,89,3692.68,9914,0.0207,0.9556
2024-01-18,East,60886.5,1969,269,3573.47,24401,0.0224,0.9349
2024-01-18,North,41264.98,3124,65,3002.57,18711,0.0267,0.8902
2024-01-18,South,71107.51,2445,202,2600.12,10946,0.0197,0.9458
2024-01-18,West,47125.96,3362,123,4324.42,13941,0.0307,0.9042
2024-01-19,East,62017.35,2270,77,6358.43,13105,0.0341,0.9614
2024-01-19,North,59938.97,2701,171,3427.81,15022,0.0283,0.9624
2024-01-19,South,42168.43,1652,108,3728.22,10988,0.0332,0.9427
2024-01-19,West,71996.7,2504,100,4174.83,18171,0.03,0.9441
2024-01-20,East,45827.65,1807,51,1918.812,7076,0.0318,0.9032
2024-01-20,North,78970.6,1487,106,3327.73,14219,0.0332,0.9275
2024-01-20,South,37849.23,2597,221,1773.2119999999998,8772,0.0331,0.9387
2024-01-20,West,60160.41,1364,80,2803.15,7214,0.0318,0.9627
2024-01-21,East,67845.64,2920,91,2681.245,16611,0.0282,0.924
2024-01-21,North,53609.18,1937,47,1850.191,9624,0.0262,0.924
2024-01-21,South,43352.35,1349,146,2721.012,5423,0.028,0.8873
2024-01-21,West,37869.26,1465,88,2293.431,8009,0.0297,0.9523
2024-01-22,East,36046.34,2311,86,5187.66,18357,0.0209,0.9447
2024-01-22,North,29234.04,3033,110,4145.72,20345,0.0338,0.9245
2024-01-22,South,66272.83,2226,63,4347.22,13348,0.0295,0.9426
2024-01-22,West,63308.84,1894,148,6125.53,14270,0.0225,0.9721
2024-01-23,East,43136.6,2169,144,3542.82,17601,0.0269,0.9609
2024-01-23,North,77184.31,3917,79,4109.86,13904,0.0224,0.9645
2024-01-23,South,82087.26,1953,54,5383.1,20558,0.0281,0.9354
2024-01-23,West,42422.82,1676,71,4855.02,15980,0.0294,0.9263
2024-01-24,East,36859.52,3367,241,3088.53,12589,0.0255,0.9392
2024-01-24,North,77453.22,3589,111,3234.66,17715,0.0276,0.9667
2024-01-24,South,36522.69,2743,95,4006.16,19296,0.0317,0.9494
2024-01-24,West,61555.63,1935,170,6279.54,12649,0.0362,0.9422
2024-01-25,East,76287.88,3595,57,7207.94,18569,0.0282,0.9478
2024-01-25,North,43851.11,1559,188,3357.28,17681,0.0108,0.9471
2024-01-25,South,56020.77,2797,100,3738.82,14293,0.0326,0.9103
2024-01-25,West,29042.1,2471,64,7549.24,16777,0.0296,0.9307
2024-01-26,East,50061.82,2490,95,5526.49,17270,0.0325,0.9199
2024-01-26,North,69975.95,2009,220,7197.28,16267,0.0269,0.9323
2024-01-26,South,45219.95,1597,130,5753.61,15418,0.0348,0.9584
2024-01-26,West,25299.7,2324,105,1963.66,15191,0.0104,0.9117
2024-01-27,East,70971.98,2383,55,3481.492,6810,0.0339,0.9015
2024-01-27,North,49696.08,2819,109,2313.605,11587,0.0217,0.9446
2024-01-27,South,32271.86,1809,104,3344.173,8224,0.0314,0.9341
2024-01-27,West,33640.33,1708,87,1908.41,5061,0.0265,0.9218
2024-01-28,East,39132.93,2170,83,3160.038,12267,0.0234,0.9037
2024-01-28,North,40399.59,1725,41,3912.741,9319,0.0304,0.9729
2024-01-28,South,44377.54,2931,52,4463.080999999999,11763,0.0269,0.9545
2024-01-28,West,43246.65,986,104,3867.003,17467,0.0335,0.8837
2024-01-29,East,69519.53,2095,230,3232.77,15764,0.0322,0.9225
2024-01-29,North,53118.36,3316,190,6074.75,17677,0.0217,0.8874
2024-01-29,South,41667.01,2222,130,4687.33,14163,0.0288,0.9652
2024-01-29,West,48181.13,2167,86,4421.14,10477,0.0356,0.9301
2024-01-30,East,52612.94,2814,104,4026.25,19145,0.0208,0.9371
2024-01-30,North,158210.56,3011,111,6064.17,20330,0.0297,0.9778
2024-01-30,South,36714.42,2785,77,3789.05,31535,0.0264,0.9174
2024-01-30,West,53533.86,2436,107,9092.56,18144,0.0289,0.9506
2024-01-31,East,59440.46,2746,108,4273.94,27930,0.0284,0.9418
2024-01-31,North,101951.91,2903,160,4822.26,16972,0.0313,0.9619
2024-01-31,South,73697.03,2273,105,5153.12,12976,0.0294,0.9543
2024-01-31,West,48882.56,1083,185,4264.94,14699,0.0279,0.9644
2024-02-01,East,84729.57,2424,61,4281.24,13267,0.0297,0.9485
2024-02-01,North,33535.36,3917,115,3439.21,17041,0.0283,0.955
2024-02-01,South,53948.74,3482,94,2948.92,7546,0.0292,0.9503
2024-02-01,West,105417.11,2251,100,7193.16,8681,0.0295,0.9218
2024-02-02,East,59872.87,1879,156,3258.2,26778,0.0233,0.9259
2024-02-02,North,43854.21,3455,191,3343.76,16629,0.0304,0.9527
2024-02-02,South,46599.84,2905,132,3913.76,13017,0.0313,0.9528
2024-02-02,West,89935.29,2299,113,2991.21,11018,0.0265,0.9568
2024-02-03,East,43490.97,2626,49,3079.1109999999994,8431,0.0205,0.9392
2024-02-03,North,51329.91,1457,81,2507.176,13833,0.0317,0.9563
2024-02-03,South,22394.18,1113,104,4030.075,10850,0.0278,0.9234
2024-02-03,West,53785.68,1790,44,4453.232,8449,0.0355,0.9496
2024-02-04,East,65472.12,2033,162,2162.314,10830,0.0312,0.9161
2024-02-04,North,38258.73,3668,51,1841.602,11757,0.0334,0.8865
2024-02-04,South,37952.32,1517,116,1385.377,10985,0.0276,0.9492
2024-02-04,West,52258.62,1482,61,2560.418,9697,0.0311,0.9342
2024-02-05,East,52161.62,2761,119,3851.46,18128,0.0292,0.9493
2024-02-05,North,69999.33,2944,218,4942.5,21053,0.0257,0.9381
2024-02-05,South,83655.29,2707,91,5577.71,19604,0.0274,0.9667
2024-02-05,West,28146.07,1654,91,2838.52,12217,0.0274,0.9163
2024-02-06,East,66875.44,2680,76,4425.85,16410,0.0313,0.9311
2024-02-06,North,52189.09,3423,323,4482.29,23593,0.0283,0.9405
2024-02-06,South,50248.54,3377,69,4034.56,28289,0.0286,0.8894
2024-02-06,West,61650.21,1419,193,3223.49,12559,0.0298,0.9353
2024-02-07,East,75639.15,2126,231,4697.86,26788,0.0292,0.9479
2024-02-07,North,49348.81,1698,110,2761.63,12282,0.0312,0.9694
2024-02-07,South,54363.38,3713,103,4723.18,24454,0.0294,0.9474
2024-02-07,West,58536.98,2486,98,10885.33,17310,0.0305,0.9482
2024-02-08,East,73783.83,2921,96,4297.08,24669,0.0239,0.9565
2024-02-08,North,93532.94,2250,129,3230.6,15388,0.0321,0.9209
2024-02-08,South,53846.24,1913,103,3188.93,19615,0.025,0.9445
2024-02-08,West,71560.89,3105,190,2368.5,14477,0.0263,0.972
2024-02-09,East,82780.83,2460,121,6179.22,21620,0.0178,0.9511
2024-02-09,North,50811.73,2362,260,3533.15,16059,0.0297,0.9011
2024-02-09,South,102746.42,2992,160,3752.21,15782,0.0317,0.9422
2024-02-09,West,50343.92,2257,169,7765.75,19587,0.0326,0.9317
2024-02-10,East,34687.96,2401,68,2042.236,10866,0.0295,0.9204
2024-02-10,North,28107.74,2285,122,3508.82,11105,0.0328,0.9348
2024-02-10,South,42517.04,1882,78,2392.614,8969,0.036,0.9556
2024-02-10,West,50157.03,1722,69,2821.882,10768,0.0313,0.9834
2024-02-11,East,38816.39,2275,142,1834.161,10844,0.0343,0.9082
2024-02-11,North,51653.54,2152,148,2283.5399999999995,11408,0.0247,0.9417
2024-02-11,South,55630.3,1728,70,2850.169,10273,0.0291,0.9222
2024-02-11,West,44098.1,1202,87,5358.843,7976,0.0251,0.9239
2024-02-12,East,45314.12,2675,159,3452.19,11962,0.0238,0.9727
2024-02-12,North,56381.72,2774,250,3785.59,21953,0.0234,0.9503
2024-02-12,South,40701.81,1790,146,2943.29,13405,0.0304,0.9709
2024-02-12,West,42123.24,3344,116,3102.16,12305,0.0311,0.9407
2024-02-13,East,51339.76,3170,185,4493.08,11083,0.0354,0.9481
2024-02-13,North,43249.73,2537,187,4319.83,11541,0.0277,0.9393
2024-02-13,South,36589.06,1576,122,2744.65,16850,0.032,0.9205
2024-02-13,West,61303.53,2003,58,3946.33,13244,0.0283,0.9306
2024-02-14,East,42698.18,2740,96,3198.68,28217,0.024,0.9498
2024-02-14,North,66229.0,3561,264,3536.79,12915,0.0259,0.9358
2024-02-14,South,52202.39,3855,128,4721.13,17407,0.0289,0.9281
2024-02-14,West,63842.93,2932,83,3454.67,11075,0.0234,0.9122
2024-02-15,East,96526.95,2455,74,3584.95,22088,0.0297,0.9484
2024-02-15,North,88593.92,3071,107,4775.55,22180,0.0331,0.8879
2024-02-15,South,87764.74,4481,105,5927.15,9301,0.0304,0.9168
2024-02-15,West,27734.44,1840,80,5566.41,15379,0.0306,0.9718
2024-02-16,East,89082.85,2390,123,4884.24,22957,0.029,0.9458
2024-02-16,North,82707.32,3075,193,5940.88,10150,0.0301,0.9149
2024-02-16,South,66958.62,2690,163,4467.91,15612,0.0236,0.9503
2024-02-16,West,48127.57,2234,103,3374.22,13506,0.0317,0.9313
2024-02-17,East,44457.73,1699,137,1937.145,16442,0.0285,0.9151
2024-02-17,North,32903.63,1622,98,4560.136,19694,0.0296,0.936
2024-02-17,South,41283.64,1742,40,4986.324,13441,0.0287,0.9792
2024-02-17,West,76754.92,1753,48,3332.7209999999995,9699,0.0323,0.9279
2024-02-18,East,51551.47,1449,174,3535.714,12774,0.0325,0.9544
2024-02-18,North,62087.95,1668,182,3130.204,8891,0.034,0.9368
2024-02-18,South,50221.71,3014,137,2835.91,5455,0.0262,0.9486
2024-02-18,West,77137.33,1709,87,2150.421,14294,0.0227,0.8769
2024-02-19,East,89628.05,2163,163,3527.32,16792,0.0302,0.9663
2024-02-19,North,59843.41,2769,170,2418.82,21085,0.0325,0.9269
2024-02-19,South,89598.57,2269,93,3165.74,22581,0.0271,0.9395
2024-02-19,West,66661.65,2168,71,4174.35,10658,0.0162,0.9092
2024-02-20,East,71412.87,3182,109,5041.97,18919,0.0312,0.8997
2024-02-20,North,110010.35,2658,184,5921.11,11375,0.0237,0.9541
2024-02-20,South,54430.53,1823,178,4279.58,24996,0.0233,0.927
2024-02-20,West,53591.59,2959,69,3298.12,15325,0.031,0.9074
2024-02-21,East,43310.88,2844,139,3259.67,15490,0.0308,0.9603
2024-02-21,North,43167.64,2681,160,5358.58,20311,0.0253,0.9468
2024-02-21,South,100756.26,3401,141,5282.4,18680,0.027,0.9522
2024-02-21,West,43139.71,1993,61,4612.28,12713,0.031,0.8994
2024-02-22,East,85777.7,2542,79,5031.8,19931,0.027,0.956
2024-02-22,North,68658.92,3133,268,3956.04,16470,0.0279,0.8911
2024-02-22,South,58072.24,2052,156,9346.34,14262,0.0322,0.925
2024-02-22,West,43227.31,2270,109,2688.25,12526,0.0274,0.9566
2024-02-23,East,101198.81,2161,93,6550.66,24582,0.0309,0.924
2024-02-23,North,103528.88,3318,112,3397.77,22078,0.0241,0.9587
2024-02-23,South,66576.27,2757,261,4061.11,13804,0.0332,0.95
2024-02-23,West,38064.21,1552,79,8766.1,19226,0.026,0.9475
2024-02-24,East,61580.46,2917,127,4254.795999999999,12344,0.0304,0.9529
2024-02-24,North,53659.51,3589,71,3467.303,9871,0.0333,0.9422
2024-02-24,South,34758.7,3250,103,3069.514,9663,0.0281,0.9648
2024-02-24,West,29791.49,2361,90,2861.628,11502,0.0345,0.933
2024-02-25,East,37482.83,1641,59,2658.215,10670,0.0259,0.8877
2024-02-25,North,51353.64,3238,63,3063.9769999999994,10944,0.0297,0.9091
2024-02-25,South,59726.13,1735,95,6934.375,12272,0.0312,0.9306
2024-02-25,West,54279.46,1004,48,7106.351,8167,0.028,0.939
2024-02-26,East,75741.27,3524,233,3777.86,15717,0.021,0.917
2024-02-26,North,41831.87,2671,194,3396.07,22653,0.0312,0.9654
2024-02-26,South,68591.04,1810,56,7514.28,14397,0.0332,0.9702
2024-02-26,West,45533.57,1529,112,3476.23,17096,0.0276,0.9517
2024-02-27,East,71439.42,2467,47,8343.99,18628,0.0234,0.9708
2024-02-27,North,112079.18,2456,135,2899.15,25746,0.028,0.9662
2024-02-27,South,49364.72,4014,116,8685.09,42950,0.0197,0.9292
2024-02-27,West,46561.24,2750,55,7705.38,15133,0.0344,0.9057
2024-02-28,East,42897.04,3892,125,5784.62,20640,0.0277,0.8982
2024-02-28,North,31131.75,2143,160,2666.42,23420,0.028,0.9778
2024-02-28,South,62718.03,2002,149,3697.14,27274,0.0318,0.9233
2024-02-28,West,52117.35,2911,103,4384.61,8492,0.025,0.9489
2024-02-29,East,61396.55,3100,78,6660.15,32378,0.0194,0.9593
2024-02-29,North,114628.68,2662,125,4112.5,23544,0.0221,0.944
2024-02-29,South,53935.59,2127,237,2503.42,12394,0.0294,0.9296
2024-02-29,West,48662.32,1827,168,2337.77,9870,0.0322,0.9627
2024-03-01,East,53477.16,3680,305,3817.14,13926,0.0247,0.938
2024-03-01,North,46610.48,5564,319,2619.14,16937,0.0335,0.961
2024-03-01,South,58911.79,2476,162,4490.44,13864,0.029,0.9502
2024-03-01,West,88399.7,3084,124,6409.57,12630,0.0327,0.9509
2024-03-02,East,52963.44,2749,67,3096.639,11539,0.0357,0.9751
2024-03-02,North,43783.21,1901,80,3139.773,8905,0.0271,0.9118
2024-03-02,South,34285.08,1852,99,2471.63,11265,0.0327,0.9267
2024-03-02,West,37901.79,1403,126,2632.203,10671,0.03,0.9222
2024-03-03,East,40261.31,2633,102,3398.6959999999995,10727,0.0288,0.9235
2024-03-03,North,29438.29,2113,302,2891.4549999999995,12851,0.029,0.9745
2024-03-03,South,41175.53,1012,115,3629.22,8966,0.0302,0.9453
2024-03-03,West,24278.83,1441,50,4171.377,9130,0.0337,0.9271
2024-03-04,East,89903.83,3036,144,5982.69,14949,0.0302,0.9393
2024-03-04,North,95429.71,4305,85,4352.41,12014,0.0332,0.9678
2024-03-04,South,40143.77,1732,265,2688.49,12891,0.0252,0.9514
2024-03-04,West,47351.63,3039,146,4461.92,11568,0.0183,0.8936
2024-03-05,East,65098.74,3459,122,5286.93,10194,0.0324,0.9292
2024-03-05,North,95559.18,5129,127,6414.74,16231,0.0255,0.9463
2024-03-05,South,38142.25,1673,103,2769.74,9957,0.036,0.9251
2024-03-05,West,91315.06,2761,129,3995.21,10380,0.0252,0.9168
2024-03-06,East,43503.76,2664,105,2877.78,23509,0.0246,0.9162
2024-03-06,North,59514.74,1692,112,6624.97,27896,0.0278,0.9099
2024-03-06,South,62218.35,2191,178,6326.22,12343,0.03,0.9644
2024-03-06,West,42580.3,3089,127,3670.4,21291,0.0258,0.9214
2024-03-07,East,56250.27,2532,76,3319.04,16514,0.0345,0.9612
2024-03-07,North,144838.34,2036,199,1861.93,16268,0.0301,0.9678
2024-03-07,South,105213.56,4646,140,7940.66,27933,0.03,0.9774
2024-03-07,West,48014.53,2763,78,4571.46,10276,0.0345,0.9146
2024-03-08,East,81689.33,2272,132,2482.97,12985,0.029,0.9322
2024-03-08,North,84978.38,4534,190,5907.6,24457,0.0286,0.9316
2024-03-08,South,80604.17,1794,116,5510.89,18337,0.028,0.9501
2024-03-08,West,54189.15,4190,134,8463.46,13701,0.0337,0.9457
2024-03-09,East,43461.79,1374,88,2709.637,14586,0.023,0.958
2024-03-09,North,50276.73,1537,140,3736.369,18379,0.0305,0.9063
2024-03-09,South,54008.92,1426,104,2659.328,8532,0.0228,0.9537
2024-03-09,West,53188.17,1936,84,2244.704,5253,0.0223,0.9076
2024-03-10,East,61050.95,1501,55,2962.239,8429,0.0333,0.9621
2024-03-10,North,56083.92,2915,58,4302.949,9982,0.0271,0.9553
2024-03-10,South,33839.06,1941,117,3597.139,14773,0.0268,0.9503
2024-03-10,West,46143.12,1219,26,2059.246,10182,0.0304,0.9371
2024-03-11,East,73076.49,2986,135,3895.51,15980,0.0234,0.9517
2024-03-11,North,64036.54,2409,133,3220.3,18049,0.0273,0.9302
2024-03-11,South,54199.87,2958,86,3763.7,17840,0.0343,0.9569
2024-03-11,West,83810.15,1574,158,4973.26,9345,0.0332,0.9673
2024-03-12,East,60765.25,2976,95,3008.72,21074,0.0278,0.9615
2024-03-12,North,83380.47,2821,129,4501.4,18269,0.0225,0.9655
2024-03-12,South,61633.62,1534,81,3741.53,8666,0.026,0.932
2024-03-12,West,46847.49,1423,106,5030.85,16850,0.0328,0.9594
2024-03-13,East,62368.98,2393,80,3106.18,16581,0.0282,0.9279
2024-03-13,North,60126.35,2577,88,5112.01,40940,0.0248,0.9394
2024-03-13,South,67729.71,4162,143,5022.14,9490,0.0221,0.9324
2024-03-13,West,26224.95,2161,145,4342.37,11593,0.0276,0.9628
2024-03-14,East,71328.82,2774,84,4265.41,11127,0.0346,0.9024
2024-03-14,North,77284.48,3153,90,2980.75,19884,0.0224,0.948
2024-03-14,South,48232.65,2412,40,4949.37,22510,0.0315,0.9733
2024-03-14,West,45067.42,1990,121,6670.33,21699,0.0264,0.9357
2024-03-15,East,72278.78,1933,205,3965.03,14863,0.0315,0.9856
2024-03-15,North,72806.99,2704,173,4219.86,19544,0.0309,0.9514
2024-03-15,South,90261.23,3013,163,3602.43,12286,0.0346,0.956
2024-03-15,West,29235.95,2121,100,5290.38,20247,0.0212,0.9544
2024-03-16,East,45067.15,1491,131,2948.918,10849,0.0229,0.9311
2024-03-16,North,74957.59,2797,105,3772.902,7952,0.0218,0.9438
2024-03-16,South,48583.6,1613,124,4117.371999999999,11212,0.0275,0.9318
2024-03-16,West,62319.34,1417,78,2024.834,5314,0.0325,0.8952
2024-03-17,East,32342.3,2671,102,3127.6420000000003,9548,0.0327,0.9237
2024-03-17,North,47076.42,2015,130,1114.204,13501,0.0282,0.9212
2024-03-17,South,31587.78,1483,56,3363.626,11245,0.0322,0.9363
2024-03-17,West,56872.25,1499,41,4267.557,13343,0.0314,0.9604
2024-03-18,East,68126.96,3060,101,3398.82,21093,0.0285,0.9825
2024-03-18,North,66443.12,3696,133,6396.14,16133,0.0209,0.9521
2024-03-18,South,53874.67,2884,74,5759.26,11910,0.0302,0.9237
2024-03-18,West,40907.03,2505,81,4914.43,27943,0.0254,0.8954
2024-03-19,East,107375.11,2134,129,4093.64,24170,0.0291,0.9461
2024-03-19,North,48080.04,4817,131,4241.61,22113,0.0301,0.9461
2024-03-19,South,36753.06,1921,101,5112.18,16656,0.025,0.9305
2024-03-19,West,39878.68,1970,132,3061.08,9082,0.0237,0.9631
2024-03-20,East,46199.37,2036,101,4173.79,14891,0.026,0.9717
2024-03-20,North,48623.53,2544,181,8626.08,21048,0.0179,0.9533
2024-03-20,South,72364.59,3802,201,2335.43,8618,0.0337,0.9781
2024-03-20,West,48337.63,1839,162,3383.43,13558,0.0278,0.9228
2024-03-21,East,64881.13,2205,168,3662.42,16291,0.03,0.9215
2024-03-21,North,82041.58,3557,106,4903.08,15011,0.0118,0.9332
2024-03-21,South,43603.54,2093,120,4393.22,21881,0.0289,0.9063
2024-03-21,West,51033.54,2688,105,3986.67,17758,0.0312,0.9431
2024-03-22,East,73634.74,2292,300,3075.21,16909,0.0292,0.9087
2024-03-22,North,108195.05,3493,126,4588.84,19952,0.0285,0.9493
2024-03-22,South,48830.13,2238,126,2826.16,12960,0.0263,0.9383
2024-03-22,West,63367.35,1627,158,3062.38,4883,0.0232,0.9441
2024-03-23,East,32857.22,2490,55,3845.45,8431,0.0315,0.9557
2024-03-23,North,77367.69,1777,131,2218.482,8494,0.022,0.9277
2024-03-23,South,47527.93,1341,163,2570.386,9589,0.0292,0.9392
2024-03-23,West,39559.11,1617,59,1948.569,5088,0.0319,0.9824
2024-03-24,East,48706.31,2212,114,2170.112,12617,0.0321,0.9258
2024-03-24,North,41912.88,1547,166,4472.670999999999,17600,0.0326,0.9606
2024-03-24,South,30807.08,1639,90,2411.927,10465,0.0332,0.961
2024-03-24,West,39121.26,992,165,3450.048,9458,0.0322,0.9721
2024-03-25,East,76883.89,3626,90,3764.22,18332,0.0205,0.9522
2024-03-25,North,67402.82,2983,158,8007.45,31643,0.0268,0.908
2024-03-25,South,45941.75,4375,102,6476.7,9325,0.0296,0.8656
2024-03-25,West,43487.1,2995,307,3827.77,9412,0.0327,0.9449
2024-03-26,East,79408.91,3581,89,2136.57,9705,0.0323,0.9437
2024-03-26,North,60905.42,2960,261,1233.97,20256,0.0295,0.9406
2024-03-26,South,68389.0,2292,141,3422.13,12852,0.0321,0.955
2024-03-26,West,65382.76,2732,106,5383.04,13043,0.0293,0.949
2024-03-27,East,48393.39,2152,152,8552.27,13951,0.0338,0.9328
2024-03-27,North,85361.23,2958,102,3092.64,12252,0.0317,0.9706
2024-03-27,South,94049.45,3092,90,3989.66,14887,0.0271,0.9164
2024-03-27,West,42444.8,2229,111,3969.71,10565,0.0352,0.9049
2024-03-28,East,74047.73,5023,144,1044.78,8166,0.0309,0.9607
2024-03-28,North,97032.15,2777,124,2817.55,11778,0.0289,0.9327
2024-03-28,South,46252.5,2448,116,4657.07,13848,0.032,0.9006
2024-03-28,West,33925.16,2360,69,2479.61,6502,0.0328,0.9211
2024-03-29,East,79727.71,2215,219,4397.28,15422,0.0333,0.9203
2024-03-29,North,92612.92,2600,229,2501.28,27407,0.0209,0.9271
2024-03-29,South,72836.33,1931,118,4115.51,24471,0.0311,0.9015
2024-03-29,West,35722.46,3147,68,3396.26,18388,0.0273,0.9761
2024-03-30,East,53459.84,1771,121,4096.722,14473,0.0276,0.9283
2024-03-30,North,46620.53,1959,123,2775.108,8775,0.035,0.9384
2024-03-30,South,57630.01,1086,104,2566.872,6923,0.0327,0.9388
2024-03-30,West,37226.13,1541,41,1763.601,5916,0.0355,0.9376
2024-03-31,East,66894.6,1844,107,2817.752,7163,0.0333,0.9339
2024-03-31,North,67581.26,2505,82,3147.277,10702,0.0325,0.9194
2024-03-31,South,41963.31,1232,59,4582.192999999999,13078,0.0311,0.9303
2024-03-31,West,29631.29,1462,57,3310.678,13205,0.0346,0.9804
2024-04-01,East,24828.14,2187,76,5274.15,16013,0.0331,0.9709
2024-04-01,North,81835.22,2173,160,3007.44,14921,0.0342,0.9801
2024-04-01,South,51976.54,2786,101,3256.01,16221,0.0132,0.9641
2024-04-01,West,59367.31,1263,91,3021.38,10876,0.0312,0.9631
2024-04-02,East,61544.54,3585,45,3780.07,13456,0.0349,0.9928
2024-04-02,North,56117.37,2956,94,3421.17,14801,0.0345,1.0
2024-04-02,South,103684.04,3291,56,5082.24,13981,0.0215,1.0
2024-04-02,West,33520.82,2807,123,6792.48,12280,0.0343,0.9871
2024-04-03,East,91351.39,1987,139,3014.37,16083,0.0175,0.9506
2024-04-03,North,71739.71,1981,82,3445.42,14243,0.0338,0.9988
2024-04-03,South,55680.06,1954,78,4689.64,12181,0.0337,0.9901
2024-04-03,West,42349.91,1122,73,5493.04,22625,0.0269,0.9926
2024-04-04,East,57278.21,1632,103,7480.95,18338,0.0328,0.9529
2024-04-04,North,65992.47,2195,173,2161.96,13265,0.0321,1.0
2024-04-04,South,74555.86,1981,141,4327.1,17965,0.0313,1.0
2024-04-04,West,40566.86,1691,96,4804.79,12988,0.0289,1.0
2024-04-05,East,56616.85,4725,154,2963.88,12780,0.0298,0.9937
